,words,ner,task
187,"['В', 'лѐгких', '–', 'жѐсткое', 'дыхание', ',', 'единичные', 'сухие', 'хрипы', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",280
188,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'АД', '–', '115', '/', '80', 'мм', 'рт', '.', 'ст', '.', 'Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'PAT', 'O']",280
189,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",280
190,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",280
191,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",280
192,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",280
193,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",280
194,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",280
195,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
196,"['4', '.', 'Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
197,"['5', '.', 'Через', '1', 'месяц', 'у', 'больного', 'жалоб', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
198,"['Состояние', 'и', 'самочувствие', 'хорошее', '.']","['O', 'O', 'O', 'O', 'O']",280
199,"['Ваша', 'дальнейшая', 'тактика', 'по', 'ведению', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
200,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '345', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '281', '[', 'K000337', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Т', '.', '21', 'года', 'обратился', 'в', 'поликлинику', 'на', '5', 'день', 'болезни', 'с', 'жалобами', 'на', 'головную', 'боль', 'в', 'лобной', 'области', ',', 'небольшое', 'головокружение', ',', 'светобоязнь', ',', 'озноб', ',', 'заложенность', 'носа', 'с', 'обильными', 'слизисто-серозными', 'выделениями', 'из', 'носовых', 'ходов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
201,"['Заболевание', 'началось', 'остро', ':', 'температура', 'тела', 'поднялась', 'до', '38', '°', 'С', ',', 'появились', 'умеренная', 'головная', 'боль', ',', 'боли', 'в', 'глазных', 'яблоках', ',', 'светобоязнь', ',', 'слезотечение', ',', 'жжение', 'в', 'глазах', ',', 'сильный', 'насморк', ',', 'боли', 'в', 'горле', 'при', 'глотании', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
202,"['На', 'следующий', 'день', 'и', 'все', 'последующие', 'дни', 'температура', 'тела', 'до', '40', '°', 'С', '.', 'Заболевание', 'связывает', 'с', 'переохлаждением', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",281
203,"['При', 'осмотре', 'больного', 'температура', 'тела', '38', '°', 'С', ',', 'вялый', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
204,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",281
205,"['Носовое', 'дыхание', 'затруднено', ',', 'обильные', 'серозно-слизистые', 'выделения', 'из', 'носовых', 'ходов', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
206,"['Веки', 'отѐчны', '.']","['PAT-START', 'PAT', 'O']",281
207,"['Конъюнктивы', 'обоих', 'глаз', 'резко', 'гиперемированы', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
208,"['Выявлены', 'умеренная', 'гиперемия', 'дужек', ',', 'язычка', ',', 'миндалин', 'и', 'умеренная', 'гиперемия', 'и', 'зернистость', 'задней', 'стенки', 'глотки', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
209,"['Миндалины', 'не', 'увеличены', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
210,"['Пальпируются', 'мягкие', ',', 'безболезненные', 'подчелюстные', ',', 'шейные', 'и', 'подмышечные', 'лимфатические', 'узлы', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
211,"['В', 'лѐгких', 'при', 'аускультации', 'жѐсткое', 'дыхание', ',', 'хрипы', 'не', 'выслушиваются', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
212,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'O']",281
213,"['Тоны', 'сердца', 'отчѐтливые', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
214,"['Язык', 'чистый', ',', 'влажный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
215,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
216,"['Печень', 'и', 'селезѐнка', 'не', 'пальпируются', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
217,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
218,"['Лабораторная', 'диагностика', '.']","['O', 'O', 'O']",281
219,"['Кровь', ':', 'эритроциты', '–', '3,5х10', '12', '/', 'л', ',', 'Нв', '–', '116', 'г', '/', 'л', ',', 'лейкоциты', '–', '7,8х10', '9', '/', 'л', ',', 'эозинофилы', '–', '1%', ',', 'палочкоядерные', '–', '8%', ',', 'сегментоядерные', '–', '53%', ',', 'лимфоциты', '–', '36%', ',', 'моноциты', '–', '2%', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
220,"['Моча', ':', 'без', 'патологии', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",281
221,"['Рентгенография', 'грудной', 'клетки', '–', 'без', 'патологии', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",281
222,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",281
223,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
224,"['2', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'провести', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
225,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
226,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
227,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', ',', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
228,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '346', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '282', '[', 'K000341', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'А', '.', '18', 'лет', ',', 'учащийся', ',', 'заболел', '4', 'дня', 'назад', ',', 'когда', 'температура', 'тела', 'повысилась', 'до', '38', '°', 'С', ',', 'появилась', 'слабость', ',', 'ломота', 'в', 'теле', ',', 'головная', 'боль', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",282
229,"['Врач-терапевт', 'участковый', 'диагностировал', 'острое', 'респираторное', 'заболевание', ',', 'назначил', 'лечение', 'на', 'дому', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",282
230,"['На', '5', 'день', 'болезни', 'температура', 'снизилась', ',', 'но', 'появилась', 'тѐмная', 'моча', ',', 'на', '6', 'день', '–', 'желтушность', 'кожи', 'и', 'склер', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",282
231,"['Повторно', 'осмотрен', 'врачом-терапевтом', 'участковым', '.']","['O', 'O', 'O', 'O', 'O']",282
232,"['Направлен', 'в', 'стационар', '.']","['O', 'O', 'O', 'O']",282
233,"['При', 'объективном', 'обследовании', 'были', 'отмечены', 'иктеричность', 'кожных', 'покровов', 'и', 'видимых', 'слизистых', ',', 'адинамия', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",282
234,"['Язык', 'покрыт', 'густым', ',', 'белым', 'налѐтом', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",282
235,"['Живот', 'обычной', 'формы', ',', 'мягкий', ',', 'чувствительный', 'в', 'области', 'правого', 'подреберья', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",282
236,"['Печень', 'увеличена', 'на', '3', 'см', ',', 'плотно-эластичной', 'консистенции', ',', 'чувствительная', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",282
237,"['Селезѐнка', 'не', 'прощупывается', '.']","['PHY-START', 'PHY', 'PHY', 'O']",282
238,"['Моча', 'цвета', '«', 'пива', '»', ',', 'кал', 'ахоличен', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",282
239,"['Одновременно', 'заболело', 'ещѐ', 'несколько', 'учащихся', '.']","['O', 'O', 'O', 'O', 'O', 'O']",282
240,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",282
241,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",282
242,"['2', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'провести', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",282
243,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",282
244,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",282
245,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",282
246,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '347', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '283', '[', 'K000345', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'Б', '.', '54', 'лет', 'вызвала', 'врача', 'на', 'дом', 'на', '3', 'день', 'болезни', 'по', 'поводу', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '39', '°', 'С', ',', 'озноб', ',', 'слабость', ',', 'головную', 'боль', ',', 'тошноту', ',', 'мышечные', 'боли', ',', 'припухлость', 'и', 'чувство', 'жжения', 'в', 'области', 'правой', 'щеки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",283
247,"['В', 'области', 'правой', 'щеки', 'имеется', 'разлитая', 'гиперемия', 'кожи', 'с', 'неправильными', 'контурами', ',', 'возникшая', 'впервые', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O']",283
248,"['На', 'месте', 'гиперемии', 'имеется', 'отѐк', 'ткани', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O']",283
249,"['При', 'пальпации', 'поражѐнного', 'участка', 'умеренно-выраженная', 'болезненность', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O']",283
250,"['Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'O']",283
251,"['Пульс', '–', '94', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'O']",283
252,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",283
253,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
254,"['2', '.', 'Проведите', 'дифференциальную', 'диагностику', 'между', 'основным', 'и', 'альтернативными', 'заболеваниями', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",283
255,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
256,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",283
257,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",283
269,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '349', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '285', '[', 'K000354', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '32', 'лет', 'приехал', 'из', 'Узбекистана', '7', 'дней', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
270,"['Заболевание', 'началось', 'с', 'повышения', 'температуры', 'до', '38', '°', 'С', ',', 'слабости', ',', 'снижения', 'аппетита', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O']",285
271,"['В', 'течение', '5', 'дней', 'температура', 'утром', '38', '°', 'С', ',', 'вечером', '39', '°', 'С', ',', 'нарастала', 'головная', 'боль', ',', 'слабость', ',', 'исчез', 'аппетит', ',', 'задержка', 'стула', ',', 'бессонница', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",285
272,"['При', 'осмотре', 'врачом-терапевтом', 'участковым', 'на', '7', 'день', 'болезни', '–', 'состояние', 'средней', 'тяжести', ',', 'температура', '38,4', '°', 'С', ',', 'вялый', ',', 'адинамичный', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",285
273,"['Кожа', 'бледная', ',', 'сухая', ',', 'на', 'коже', 'живота', 'выявлена', 'розеолезная', 'единичная', 'сыпь', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",285
274,"['В', 'лѐгких', 'без', 'патологии', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",285
275,"['Тоны', 'сердца', 'приглушены', ',', 'АД', '–', '90', '/', '60', 'мм', 'рт.ст', '.', ',', 'Пульс', '–', '78', 'уд', '/', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",285
276,"['Язык', 'обложен', 'густым', 'серым', 'налѐтом', 'у', 'корня', ',', 'на', 'боковых', 'поверхностях', 'отпечатки', 'зубов', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",285
277,"['Живот', 'вздут', ',', 'при', 'пальпации', 'мягкий', 'безболезненный', '.']","['PAT-START', 'PAT', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",285
278,"['Пальпируются', 'печень', 'и', 'селезѐнка', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'O']",285
279,"['Госпитализирован', '.']","['O', 'O']",285
280,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",285
281,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",285
282,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",285
283,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', 'с', 'целью', 'подтверждения', 'диагноза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
284,"['4', '.', 'Препараты', 'какой', 'группы', 'Вы', 'бы', 'назначили', 'пациенту', 'в', 'составе', 'комбинированной', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
285,"['Обоснуйте', 'свой', 'выбор', '.']","['O', 'O', 'O', 'O']",285
286,"['5', '.', 'Перечислите', 'патогенетически', 'обусловленные', 'и', 'опасные', 'осложнения', 'при', 'данном', 'заболевании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
287,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '350', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '286', '[', 'K000358', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'А', '.', '18', 'лет', 'вызвал', 'врача', 'на', 'дом', 'по', 'поводу', 'жалоб', 'на', 'слабость', ',', 'повышенную', 'температуру', 'тела', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",286
288,"['В', 'течение', '7', 'дней', 'головная', 'боль', ',', 'температура', '38', '°', 'С', ',', 'недомогание', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",286
289,"['Лечился', 'амбулаторно', ',', 'диагноз', '«', 'ОРВИ', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
290,"['На', '8', 'день', 'болезни', 'появилась', 'тѐмная', 'моча', ',', 'окружающие', 'заметили', 'желтушность', 'кожи', 'и', 'склер', ',', 'в', 'связи', 'с', 'чем', 'госпитализирован', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
291,"['Объективно', ':', 'иктеричность', 'кожи', 'и', 'видимых', 'слизистых', ',', 'адинамия', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",286
292,"['Отмечает', 'незначительный', 'кожный', 'зуд', '.']","['O', 'O', 'PAT-START', 'PAT', 'O']",286
293,"['Тоны', 'сердца', 'приглушены', ',', 'пульс', '–', '58', 'уд', '/', 'мин', ',', 'АД', '–', '95', '/', '60', 'мм', 'рт.ст', '.', 'Живот', 'чувствительный', 'при', 'пальпации', 'в', 'области', 'правого', 'подреберья', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
294,"['Печень', 'выступает', 'на', '2', 'см', 'ниже', 'края', 'рѐберной', 'дуги', ',', 'край', 'эластичный', ',', 'чувствительный', 'при', 'пальпации', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
295,"['Селезѐнка', 'не', 'пальпируется', '.']","['PHY-START', 'PHY', 'PHY', 'O']",286
296,"['Моча', 'цвета', '«', 'пива', '»', ',', 'кал', 'обесцвечен', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",286
297,"['Известно', ',', 'что', '«', 'желтухой', '»', 'заболели', 'ещѐ', 'несколько', 'человек', 'по', 'месту', 'учѐбы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
298,"['Госпитализирован', '.']","['O', 'O']",286
299,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",286
300,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",286
301,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",286
302,"['3', '.', 'Перечислите', 'и', 'обоснуйте', 'клинические', 'синдромы', 'периода', 'разгара', 'болезни', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
303,"['4', '.', 'Проведите', 'клинико-патогенетические', 'параллели', 'между', 'клиническими', 'и', 'патогенетическими', 'синдромами', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
304,"['5', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
