,id,words,ner,task
193,453,"['Какова', 'Ваша', 'дальнейшая', 'лечебная', 'тактика', '?']","['O', 'O', 'O', 'O', 'O', 'O']",294
194,145,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
195,289,"['Какова', 'будет', 'терапевтическая', 'тактика', 'на', 'этапе', 'оказания', 'амбулаторно', '-', 'поликлинической', 'помощи', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
196,347,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",290
198,16,"['Какие', 'методы', 'диагностики', 'необходимо', 'провести', '?']","['O', 'O', 'O', 'O', 'O', 'O']",270
199,328,"['Постоянно', 'принимает', 'Атенолол', '50', 'мг', 'в', 'сутки', ',', 'Гидрохлортиазид', '25', 'мг', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",290
200,430,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",293
201,721,"['Какие', 'диагностические', 'мероприятия', 'необходимо', 'провести', 'такому', 'больному', 'на', 'стационарном', 'этапе', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",310
202,679,"['В', 'течение', 'последних', 'суток', 'одышка', 'не', 'исчезает', '.']","['O', 'O', 'O', 'O', 'PAT', 'O', 'O', 'O']",308
204,200,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY', 'PHY', 'O', 'PHY', 'O']",281
205,653,"['Жалобы', 'на', 'мучительный', 'сухой', 'кашель', 'с', 'отделением', 'небольшого', 'количества', 'вязкой', 'слизистой', 'мокроты', ',', 'одышку', ',', 'боль', 'в', 'левом', 'боку', 'при', 'глубоком', 'дыхании', 'и', 'кашле', ',', 'резкую', 'общую', 'слабость', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",307
206,693,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",308
207,512,"['Составьте', 'и', 'обоснуйте', 'план', 'лечения', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",298
208,404,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '358', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '293', '[', 'K000460', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Р', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",293
210,631,"['Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
211,115,"['Составьте', 'план', 'лабораторного', 'обследования', 'больного', 'для', 'верификации', 'диагноза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",277
212,448,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",294
215,465,"['ЭХО-КГ', ':', 'Общая', 'сократимость', 'миокарда', 'левого', 'желудочка', 'снижена', '(', 'ФВ', '=', '30%', ')', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
216,526,"['Указать', 'рекомендованный', 'срок', 'постельного', 'режима', 'и', 'временной', 'нетрудоспособности', 'при', 'данном', 'заболевании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",299
217,276,"['42', 'года', 'обратился', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'появление', 'в', 'области', 'спины', 'кольцевидной', 'формы', 'ярко-розового', 'образования', 'диаметром', 'около', '15', 'см', ',', 'которое', 'не', 'сопровождалось', 'субъективными', 'ощущениями', ';', 'заметил', 'его', 'случайно', 'накануне', 'вечером', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
218,28,"['Каковы', 'будут', 'Ваши', 'дальнейшие', 'рекомендации', 'по', 'лечению', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",271
219,469,"['Назовите', 'критерии', 'эффективности', 'диуретической', 'терапии', 'для', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
222,385,"['Нѐбные', 'миндалины', 'покрыты', 'беловатым', 'налѐтом', ',', 'гиперемированы', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O']",292
224,752,"['С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
226,753,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
228,161,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",279
229,711,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'бледность', 'кожи', ',', 'акроцианоз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O']",310
231,780,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",314
232,336,"['ЧСС', '–', '90', 'уд', '/', 'мин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
233,144,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",278
235,219,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",282
236,251,"['Живот', 'вздут', ',', 'при', 'пальпации', 'мягкий', 'безболезненный', '.']","['PAT', 'PAT', 'O', 'O', 'O', 'PHY', 'PHY', 'O']",285
237,86,"['Местного', 'повышения', 'температуры', ',', 'болезненности', 'в', 'области', 'эритемы', 'нет', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",276
238,345,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",290
239,288,"['Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'проводить', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
240,401,"['Какие', 'группы', 'антибиотиков', 'рекомендованы', 'пациенту', 'для', 'стартовой', 'антибактериальной', 'терапии', ';', 'проведите', 'стратификацию', 'тяжести', 'заболевания', 'и', 'факторов', 'риска', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
241,666,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",307
242,211,"['На', '5', 'день', 'болезни', 'температура', 'снизилась', ',', 'но', 'появилась', 'тѐмная', 'моча', ',', 'на', '6', 'день', '–', 'желтушность', 'кожи', 'и', 'склер', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",282
244,233,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'лицо', 'гиперемировано', ',', 'склеры', 'инъецированы', ',', 'лимфатические', 'узлы', 'не', 'увеличены', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",284
246,521,"[',', 'СОЭ', '–', '66', 'мм', '/', 'час', ';', 'лейкоцитарная', 'формула', ':', 'палочкоядерные', '–', '9%', ',', 'сегментоядерные', '–', '65,2%', ',', 'лимфоциты', '–', '12,3%', ',', 'эозинофилы', '–', '3,1%', ',', 'моноциты', '–', '10%', ',', 'базофилы', '–', '0,4%', '.']","['O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O']",299
247,494,"[',', 'СОЭ', '–', '16', 'мм', '/', 'час', ';', 'нейтрофилы', '–', '65,2%', ',', 'лимфоциты', '–', '21,3%', ',', 'эозинофилы', '–', '3,1%', ',', 'моноциты', '–', '10%', ',', 'базофилы', '–', '0,4%', '.']","['O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O']",297
249,635,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '373', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '306', '[', 'K003180', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'оставим', 'Больной', '44', 'лет', 'жалуется', 'на', 'боль', 'в', 'левом', 'подреберье', 'с', 'иррадиацией', 'в', 'левую', 'надключичную', 'область', ',', 'усиливающуюся', 'при', 'глубоком', 'дыхании', ',', 'тошноту', ',', 'рвоту', 'с', 'примесью', 'желчи', ',', 'кашель', 'с', 'мокротой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",306
250,684,"['Грудная', 'клетка', 'эмфизематозна', ',', 'перкуторный', 'звук', 'коробочный', '.']","['PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",308
252,765,"['В', 'общем', 'анализе', 'крови', ':', 'СОЭ', '–', '25', 'мм', '\\', 'час', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
253,141,"['Биохимические', 'показатели', ':', 'билирубин', 'общий', '–', '160', 'ммоль', '/', 'л', ',', 'прямой', '–', '102', 'ммоль', '/', 'л', ',', 'непрямой', '–', '58', 'ммоль', '/', 'л', ',', 'АлТ', '–', '640', 'МЕ', '/', 'л', ',', 'АсТ', '–', '488', 'ммоль', '/', 'л', ',', 'щѐлочная', 'фосфатаза', '–', '102', 'ед', ',', 'протромбиновый', 'индекс', '–', '60%', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",278
254,91,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",276
255,121,"['16', 'лет', 'направлен', 'с', 'приѐма', 'в', 'поликлинике', 'в', 'инфекционную', 'больницу', '20.08', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
257,135,"['Тоны', 'сердца', 'приглушены', ',', 'ритм', 'правильный', '.']","['PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'O']",278
258,556,"['При', 'бактериологическом', 'исследовании', 'мочи', 'выделена', 'E', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT']",301
259,738,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",311
260,768,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
261,351,"[',', 'глюкоза', 'натощак', '–', '5,4', 'ммоль', '/', 'л', ',', 'общий', 'холестерин', '–', '5,0', 'ммоль', '/', 'л', ',', 'ТГ', '–', '1,8', 'ммоль', '/', 'л', ',', 'ХС-ЛПВП', '–', '1,2', 'ммоль', '/', 'л', ',', 'креатинин', '–', '100', 'мкмоль', '/', 'л', ',', 'СКФ', '(', 'по', 'формуле', 'Кокрофта-Голта', ')', '=', '65,3', 'мл', '/', 'мин', ';', 'альбуминурия', '–', '10', 'мг', '/', 'сутки', '.']","['O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",290
262,350,"['Через', '6', 'месяцев', 'регулярной', 'антигипертензивной', 'терапии', '(', 'комбинация', 'Амлодипина', 'в', 'дозе', '10', 'мг', '/', 'сутки', 'и', 'препарата', 'из', 'группы', 'блокаторов', 'РААС', '(', 'ингибитор', 'АПФ', 'или', 'антагонист', 'рецепторов', 'к', 'ангиотензину', 'II', ')', '+', 'Розувостатин', '20', 'мг', '/', 'сутки', '+', 'соблюдение', 'диеты', '–', 'АД', 'в', 'пределах', '120', '–', '130', '/', '70', '–', '80', 'мм', 'рт.ст', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",290
263,626,"['В', 'гемограмме', ':', 'гемоглобин', '–', '126', 'г', '/', 'л', ';', 'лейкоциты', '–', '12', 'тысяч', ',', 'палочкоядерные', '–', '11%', ',', 'сегментоядерные', '–', '46%', ',', 'СОЭ', '–', '38мм', '/', 'час', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
264,75,"['38', 'лет', 'обратилась', 'за', 'консультацией', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'появление', 'участков', 'покраснения', 'в', 'области', 'передней', 'поверхности', 'левого', 'бедра', ',', 'правого', 'плеча', ',', 'боль', 'в', 'левом', 'тазобедренном', 'суставе', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
265,751,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",312
266,676,"['Приступы', 'обычно', 'купировались', 'ингаляциями', 'Беротека', ',', 'таблетками', 'Теофиллина', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
267,55,"['Состояние', 'больного', 'не', 'улучшается', '.']","['O', 'O', 'O', 'O', 'O']",274
268,583,"['В', 'лѐгких', 'дыхание', 'везикулярное', '.']","['O', 'O', 'PHY', 'PHY', 'O']",303
269,779,"['Копрологический', 'анализ', '–', 'без', 'существенных', 'патологических', 'признаков', ',', 'однако', 'обнаруживается', 'большое', 'количество', 'слизи', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",314
271,525,"['Возможные', 'осложнения', 'со', 'стороны', 'внутренних', 'органов', '(', 'местные', 'и', 'общие', ')', 'при', 'повторении', 'подобных', 'состояний', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",299
274,535,"['ЧСС', '–', '60', 'уд', '/', 'мин', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",300
275,105,"['Объективно', ':', 'состояние', 'средней', 'степени', 'тяжести', ',', 'сознание', 'ясное', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY', 'PHY', 'O']",277
276,68,"['В', 'лѐгких', 'дыхание', 'проводится', 'во', 'все', 'отделы', ',', 'хрипов', 'не', 'слышно', ',', 'ЧД', '–', '18', 'в', 'мин', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",275
277,622,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичны', ',', 'пульс', '–', '100', 'уд', '/', 'мин', '.']","['PAT', 'PAT', 'PAT', 'O', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
279,195,"['Выявлены', 'умеренная', 'гиперемия', 'дужек', ',', 'язычка', ',', 'миндалин', 'и', 'умеренная', 'гиперемия', 'и', 'зернистость', 'задней', 'стенки', 'глотки', '.']","['O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
282,241,"['Какие', 'клинические', 'проявления', 'у', 'пациентки', 'свидетельствуют', 'об', 'эффективности', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
283,64,"['Сегодня', 'после', 'тяжѐлой', 'физической', 'нагрузки', '(', 'поднял', 'шкаф', 'на', '2', 'этаж', ')', 'появилось', 'подобное', 'состояние', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",275
284,89,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', ',', 'ЧСС', '–', '70', 'уд', '/', 'мин', ',', 'АД', '–', '120', '/', '80', 'мм', 'рт', '.']","['PHY', 'PHY', 'PHY', 'O', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",276
285,516,"['Заболел', 'остро', ',', '2', 'дня', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",299
286,30,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '336', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '272', '[', 'K000307', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'У', 'больной', '35', 'лет', ',', 'находившейся', 'на', 'лечении', 'в', 'урологическом', 'отделении', 'по', 'поводу', 'мочекаменной', 'болезни', ',', 'повысилась', 'температура', 'до', '39', 'ºС', ',', 'озноб', ',', 'симптом', 'поколачивания', 'резко', 'положительный', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",272
287,634,"['Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
288,760,"['ЧДД', '–', '18', 'в', 'минуту', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",313
289,128,"['Эпидемиологический', 'анамнез', ':', 'живѐт', 'в', 'студенческом', 'общежитии', ',', 'в', 'комнате', '4', 'человека', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",278
290,234,"['При', 'осмотре', 'ротоглотки', ':', 'миндалины', ',', 'язычок', ',', 'дужки', 'набухшие', ',', 'гиперемированы', ',', 'с', 'небольшим', 'цианотичным', 'оттенком', '.']","['O', 'O', 'O', 'O', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",284
291,771,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '381', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '314', '[', 'K003192', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'Ф', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",314
292,25,"['Какие', 'исследования', 'необходимо', 'выполнить', 'дополнительно', '?']","['O', 'O', 'O', 'O', 'O', 'O']",271
293,390,"['По', 'другим', 'органам', 'и', 'системам', 'без', 'видимых', 'патологических', 'отклонений', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",292
294,498,"['Составьте', 'план', 'и', 'обоснуйте', 'план', 'лечения', 'пациента', '(', 'укажите', 'препараты', 'выбора', ',', 'диета', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",297
295,585,"[',', 'акцент', 'II', 'тона', 'над', 'аортой', '.']","['O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",303
296,654,"['Заболел', '3', 'дня', 'назад', '.']","['O', 'O', 'O', 'O', 'O']",307
299,71,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",275
300,194,"['Конъюнктивы', 'обоих', 'глаз', 'резко', 'гиперемированы', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
301,754,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '380', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '313', '[', 'K003191', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'В', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
302,599,"['Получала', 'нерегулярно', 'Преднизолон', '30', 'мг', 'в', 'сутки', ',', 'но', 'в', 'дальнейшем', 'от', 'лечения', 'отказалась', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
303,374,"['Через', '6', 'месяцев', 'регулярной', 'антигипертензивной', 'терапии', '(', 'комбинация', 'Амлодипина', 'в', 'дозе', '5', 'мг', '/', 'сутки', 'и', 'ингибитора', 'АПФ', 'Эналаприла', '20', 'мг', '/', 'сутки', ')', '+', 'соблюдение', 'диеты', '–', 'АД', 'в', 'пределах', '120', '–', '130', '/', '70', '–', '80', 'мм', 'рт.ст', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",291
304,767,"['Какие', 'исследования', 'необходимы', 'для', 'подтверждения', 'диагноза', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",313
305,409,"['Контактов', 'с', 'больными', 'туберкулѐзом', 'и', 'инфекционными', 'болезнями', 'не', 'было', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",293
