,words,ner,task
257,"['5', '.', 'Какова', 'тактика', 'врача-терапевта', 'участкового', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",283
258,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '348', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '284', '[', 'K000349', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'С', '.', '44', 'лет', 'предъявляет', 'жалобы', 'на', 'головную', 'боль', ',', 'боль', 'в', 'глазных', 'яблоках', ',', 'ломоту', 'в', 'теле', ',', 'повышение', 'температуры', 'тела', 'до', '39', '°', 'С', ',', 'сухой', 'кашель', ',', 'заложенность', 'носа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",284
259,"['Заболела', 'накануне', 'вечером', '.']","['O', 'O', 'O', 'O']",284
260,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'лицо', 'гиперемировано', ',', 'склеры', 'инъецированы', ',', 'лимфатические', 'узлы', 'не', 'увеличены', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O']",284
261,"['При', 'осмотре', 'ротоглотки', ':', 'миндалины', ',', 'язычок', ',', 'дужки', 'набухшие', ',', 'гиперемированы', ',', 'с', 'небольшим', 'цианотичным', 'оттенком', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",284
262,"['В', 'лѐгких', 'при', 'аускультации', 'дыхание', 'везикулярное', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",284
263,"['Пульс', '–', '95', 'уд', '/', 'мин', ',', 'АД', '–', '100', '/', '70', 'мм', 'рт.ст', '.', 'Вопросы', ':', '1', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O']",284
264,"['Какой', 'предварительный', 'диагноз', 'можно', 'поставить', 'пациентке', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",284
265,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",284
266,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациентки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
267,"['4', '.', 'Препараты', 'какой', 'фармакологической', 'группы', 'Вы', 'бы', 'рекомендовали', 'пациентке', 'в', 'качестве', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
268,"['5', '.', 'Какие', 'клинические', 'проявления', 'у', 'пациентки', 'свидетельствуют', 'об', 'эффективности', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",284
269,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '349', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '285', '[', 'K000354', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '32', 'лет', 'приехал', 'из', 'Узбекистана', '7', 'дней', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
270,"['Заболевание', 'началось', 'с', 'повышения', 'температуры', 'до', '38', '°', 'С', ',', 'слабости', ',', 'снижения', 'аппетита', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O']",285
271,"['В', 'течение', '5', 'дней', 'температура', 'утром', '38', '°', 'С', ',', 'вечером', '39', '°', 'С', ',', 'нарастала', 'головная', 'боль', ',', 'слабость', ',', 'исчез', 'аппетит', ',', 'задержка', 'стула', ',', 'бессонница', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",285
272,"['При', 'осмотре', 'врачом-терапевтом', 'участковым', 'на', '7', 'день', 'болезни', '–', 'состояние', 'средней', 'тяжести', ',', 'температура', '38,4', '°', 'С', ',', 'вялый', ',', 'адинамичный', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",285
273,"['Кожа', 'бледная', ',', 'сухая', ',', 'на', 'коже', 'живота', 'выявлена', 'розеолезная', 'единичная', 'сыпь', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",285
274,"['В', 'лѐгких', 'без', 'патологии', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",285
275,"['Тоны', 'сердца', 'приглушены', ',', 'АД', '–', '90', '/', '60', 'мм', 'рт.ст', '.', ',', 'Пульс', '–', '78', 'уд', '/', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",285
276,"['Язык', 'обложен', 'густым', 'серым', 'налѐтом', 'у', 'корня', ',', 'на', 'боковых', 'поверхностях', 'отпечатки', 'зубов', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",285
277,"['Живот', 'вздут', ',', 'при', 'пальпации', 'мягкий', 'безболезненный', '.']","['PAT-START', 'PAT', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",285
278,"['Пальпируются', 'печень', 'и', 'селезѐнка', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'O']",285
279,"['Госпитализирован', '.']","['O', 'O']",285
280,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",285
281,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",285
282,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",285
283,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', 'с', 'целью', 'подтверждения', 'диагноза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
284,"['4', '.', 'Препараты', 'какой', 'группы', 'Вы', 'бы', 'назначили', 'пациенту', 'в', 'составе', 'комбинированной', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
285,"['Обоснуйте', 'свой', 'выбор', '.']","['O', 'O', 'O', 'O']",285
286,"['5', '.', 'Перечислите', 'патогенетически', 'обусловленные', 'и', 'опасные', 'осложнения', 'при', 'данном', 'заболевании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
287,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '350', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '286', '[', 'K000358', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'А', '.', '18', 'лет', 'вызвал', 'врача', 'на', 'дом', 'по', 'поводу', 'жалоб', 'на', 'слабость', ',', 'повышенную', 'температуру', 'тела', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",286
288,"['В', 'течение', '7', 'дней', 'головная', 'боль', ',', 'температура', '38', '°', 'С', ',', 'недомогание', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",286
289,"['Лечился', 'амбулаторно', ',', 'диагноз', '«', 'ОРВИ', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
290,"['На', '8', 'день', 'болезни', 'появилась', 'тѐмная', 'моча', ',', 'окружающие', 'заметили', 'желтушность', 'кожи', 'и', 'склер', ',', 'в', 'связи', 'с', 'чем', 'госпитализирован', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
291,"['Объективно', ':', 'иктеричность', 'кожи', 'и', 'видимых', 'слизистых', ',', 'адинамия', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O']",286
292,"['Отмечает', 'незначительный', 'кожный', 'зуд', '.']","['O', 'O', 'PAT-START', 'PAT', 'O']",286
293,"['Тоны', 'сердца', 'приглушены', ',', 'пульс', '–', '58', 'уд', '/', 'мин', ',', 'АД', '–', '95', '/', '60', 'мм', 'рт.ст', '.', 'Живот', 'чувствительный', 'при', 'пальпации', 'в', 'области', 'правого', 'подреберья', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
294,"['Печень', 'выступает', 'на', '2', 'см', 'ниже', 'края', 'рѐберной', 'дуги', ',', 'край', 'эластичный', ',', 'чувствительный', 'при', 'пальпации', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
295,"['Селезѐнка', 'не', 'пальпируется', '.']","['PHY-START', 'PHY', 'PHY', 'O']",286
296,"['Моча', 'цвета', '«', 'пива', '»', ',', 'кал', 'обесцвечен', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",286
297,"['Известно', ',', 'что', '«', 'желтухой', '»', 'заболели', 'ещѐ', 'несколько', 'человек', 'по', 'месту', 'учѐбы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
298,"['Госпитализирован', '.']","['O', 'O']",286
299,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",286
300,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",286
301,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",286
302,"['3', '.', 'Перечислите', 'и', 'обоснуйте', 'клинические', 'синдромы', 'периода', 'разгара', 'болезни', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
303,"['4', '.', 'Проведите', 'клинико-патогенетические', 'параллели', 'между', 'клиническими', 'и', 'патогенетическими', 'синдромами', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
304,"['5', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",286
305,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '351', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '287', '[', 'K000380', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Е', '.', '42', 'года', 'обратился', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'появление', 'в', 'области', 'спины', 'кольцевидной', 'формы', 'ярко-розового', 'образования', 'диаметром', 'около', '15', 'см', ',', 'которое', 'не', 'сопровождалось', 'субъективными', 'ощущениями', ';', 'заметил', 'его', 'случайно', 'накануне', 'вечером', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
306,"['Из', 'анамнеза', 'известно', ',', 'что', 'около', '2', 'недель', 'назад', 'был', 'в', 'лесу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
307,"['После', 'этого', 'самостоятельно', 'удалил', 'клеща', '.']","['O', 'O', 'O', 'O', 'O', 'O']",287
308,"['При', 'осмотре', 'состояние', 'ближе', 'к', 'удовлетворительному', ',', 'температура', 'тела', '37,5', '°', 'С', '.', 'На', 'коже', 'спины', ',', 'в', 'области', 'правой', 'лопатки', 'чѐтко', 'отграниченный', 'от', 'нормальной', 'кожи', 'участок', 'гиперемии', 'с', 'несколько', 'приподнятыми', 'краями', ',', 'ярко-розового', 'цвета', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",287
309,"['Пальпация', 'в', 'проекции', 'этого', 'образования', 'безболезненная', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",287
310,"['Пульс', '–', '78', 'уд', '/', 'мин', ',', 'удовлетворительных', 'качеств', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",287
311,"['Тоны', 'сердца', 'ритмичные', ',', 'приглушѐнные', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'O']",287
312,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",287
313,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",287
314,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",287
315,"['Установите', 'предварительный', 'диагноз', 'на', 'основании', 'полученных', 'данных', ',', 'с', 'учѐтом', 'синдромального', 'подхода', ',', 'и', 'обоснуйте', 'его', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
316,"['2', '.', 'Дайте', 'этиологическую', 'характеристику', 'возбудителю', ',', 'предположительно', 'вызвавшему', 'заболевание', ',', 'назовите', 'источники', 'инфекции', 'и', 'пути', 'заражения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
317,"['3', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'проводить', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
318,"['4', '.', 'Какова', 'будет', 'терапевтическая', 'тактика', 'на', 'этапе', 'оказания', 'амбулаторно', '-', 'поликлинической', 'помощи', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
319,"['5', '.', 'Перечислите', 'профилактические', 'мероприятия', ',', 'направленные', 'на', 'предупреждение', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",287
320,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '352', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '288', '[', 'K000384', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'И', '.', '44', 'лет', 'отмечает', 'пожелтение', 'склер', ',', 'кожи', ',', 'тѐмную', 'мочу', ',', 'слабость', ',', 'отвращение', 'к', 'пище', ',', 'лѐгкую', 'тошноту', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",288
321,"['Считает', 'себя', 'больным', '15', 'дней', '.']","['O', 'O', 'O', 'O', 'O', 'O']",288
322,"['В', 'течение', 'этого', 'времени', 'температура', 'тела', 'держалась', 'в', 'пределах', '37,2', '–', '37,5', '°', 'С', ',', 'болели', 'крупные', 'суставы', ',', 'исчез', 'аппетит', ',', 'в', 'последние', '2', 'дня', '–', 'тѐмная', 'моча', ',', 'желтушность', 'склер', 'и', 'кожи', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",288
323,"['Принимал', 'Анальгин', ',', 'Антигриппин', ',', 'витамины', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",288
324,"['Три', 'месяца', 'назад', 'лечился', 'в', 'неврологическом', 'отделении', 'по', 'поводу', 'функционального', 'расстройства', 'нервной', 'системы', ',', 'получал', 'лекарства', 'в', 'виде', 'таблеток', 'подкожных', 'и', 'внутривенных', 'инъекций', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
325,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",288
326,"['Температура', '36,8', '°', 'С', '.', 'Склеры', 'и', 'кожа', 'умеренно', 'желтушны', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",288
327,"['Периферические', 'лимфоузлы', 'не', 'изменены', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O']",288
328,"['Пульс', '–', '52', 'уд', '/', 'мин', ',', 'АД', '–', '110', '/', '60', 'мм', 'рт', '.', 'ст', '.', 'Дыхание', 'везикулярное', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'O']",288
329,"['Живот', 'мягкий', ',', 'слегка', 'болезненный', 'в', 'эпигастрии', '.']","['PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",288
330,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '3', 'см', ',', 'пальпируется', 'нижний', 'полюс', 'селезѐнки', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",288
331,"['Моча', 'тѐмно-коричневого', 'цвета', ',', 'кал', 'серый', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",288
332,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",288
333,"['Установите', 'предварительный', 'диагноз', 'на', 'основании', 'полученных', 'данных', ',', 'с', 'учѐтом', 'синдромального', 'подхода', ',', 'и', 'обоснуйте', 'его', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
334,"['2', '.', 'Дайте', 'этиологическую', 'характеристику', 'возбудителю', ',', 'предположительно', 'вызвавшему', 'заболевание', ',', 'назовите', 'источники', 'инфекции', 'и', 'пути', 'заражения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
335,"['3', '.', 'Укажите', 'основные', 'методы', 'лабораторной', 'диагностики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
336,"['4', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'проводить', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
337,"['5', '.', 'Какова', 'тактика', 'врача', 'на', 'этапе', 'стационарного', 'лечения', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
338,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '353', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '289', '[', 'K000386', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Д', '.', '18', 'лет', 'обратился', 'в', 'поликлинику', 'на', '2', 'день', 'болезни', 'с', 'жалобами', 'на', 'заложенность', 'носа', ',', 'першение', 'в', 'горле', ',', 'слабость', ',', 'головокружение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",289
339,"['Накануне', 'утром', 'почувствовал', 'недомогание', ',', 'появились', 'неприятные', 'ощущения', 'в', 'горле', '.']","['O', 'O', 'O', 'PAT-START', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",289
340,"['Измерил', 'температуру', 'тела', '–', '37,6', '°', 'С', '.', 'На', 'следующий', 'день', 'продолжали', 'беспокоить', 'слабость', ',', 'разбитость', ',', 'боль', 'в', 'горле', ',', 'заложенность', 'носа', ',', 'появилась', 'головная', 'боль', ',', 'температура', 'выше', '37,8', '°', 'С', 'не', 'повышалась', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
341,"['Из', 'анамнеза', 'известно', ',', 'что', 'больной', '6', 'дней', 'назад', 'навещал', 'друга', ',', 'который', 'на', 'следующий', 'день', 'был', 'госпитализирован', 'в', 'тяжѐлом', 'состоянии', 'в', 'инфекционный', 'стационар', 'с', 'подозрением', 'на', 'менингит', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
342,"['При', 'осмотре', 'температура', 'тела', '37,5', '°', 'С', ',', 'общее', 'состояние', 'ближе', 'к', 'удовлетворительному', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",289
343,"['Кожа', 'нормальной', 'окраски', ',', 'без', 'сыпи', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",289
