,id,words,ner,task
424,383,"['Объективные', 'данные', ':', 'кожные', 'покровы', 'бледноватые', ',', 'влажные', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O']",292
428,724,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '378', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '311', '[', 'K003185', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'оставляем', 'Основная', 'часть', 'Больная', '29', 'лет', 'жалуется', 'на', 'резкую', 'одышку', ',', 'заставляющую', 'еѐ', 'принимать', 'вынужденное', 'положение', 'сидя', ',', 'кашель', 'с', 'отделением', 'мокроты', ',', 'диффузно', 'окрашенной', 'свежей', 'кровью', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",311
447,438,"['Лечится', 'по', 'поводу', 'ревматоидного', 'артрита', ',', 'длительно', '(', 'более', '3', 'месяцев', ')', 'принимала', 'Индометацин', 'по', '1', 'таблетке', '3', 'раза', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
453,370,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",291
454,362,"['Тоны', 'сердца', 'ясные', 'ритмичные', ',', 'перкуторно', 'границы', 'относительной', 'тупости', 'сердца', 'в', 'пределах', 'нормы', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",291
456,230,"['Какова', 'тактика', 'врача-терапевта', 'участкового', '?']","['O', 'O', 'O', 'O', 'O']",283
457,614,"['Предложите', 'план', 'дополнительного', 'обследования', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O']",304
472,342,"['СКФ', ':', '81,7', 'мл', '/', 'мин', 'по', 'формуле', 'Кокрофта-Голта', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
473,776,"['Живот', 'несколько', 'вздут', ',', 'мягкий', ',', 'отмечается', 'разлитая', 'пальпаторная', 'чувствительность', 'всего', 'живота', '.']","['PAT', 'PAT', 'PAT', 'O', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",314
478,271,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",286
481,486,"['Предложите', 'методы', 'и', 'время', 'контроля', 'эффективности', 'антибактериальной', 'терапии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
485,80,"['Через', 'четыре', 'месяца', 'появилась', 'боль', 'в', 'левом', 'тазобедренном', 'суставе', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
486,166,"['Миндалины', 'не', 'увеличены', ',', 'налѐтов', 'нет', '.']","['PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",279
488,181,"['Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
493,551,"['АД', '110', '/', '70', 'мм', 'рт', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",301
499,612,"['Анализ', 'крови', ':', 'гемоглобин', '–', '64', 'г', '/', 'л', ',', 'эритроциты', '–', '1,8', '×', '10', '12', '/', 'л', ',', 'тромбоциты', '–', '180', '×', '10', '9', '/', 'л', ',', 'лейкоциты', '–', '4,2', '×', '10', '9', '/', 'л', ',', 'СОЭ', '–', '56', 'мм', '/', 'ч', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
501,127,"['появилась', 'желтушность', 'кожи', 'и', 'склер', '.']","['O', 'PAT', 'PAT', 'O', 'PAT', 'O']",278
504,747,"['При', 'эхокардиографии', 'толщина', 'межжелудочковой', 'перегородки', 'в', 'диастолу', '–', '1,7', 'см', ',', 'задней', 'стенки', 'левого', 'желудочка', '–', '1,3', 'см', ',', 'размер', 'полости', 'левого', 'желудочка', 'в', 'диастолу', '–', '4,2', 'см', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",312
510,256,"['Препараты', 'какой', 'группы', 'Вы', 'бы', 'назначили', 'пациенту', 'в', 'составе', 'комбинированной', 'этиотропной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
512,308,"['Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'проводить', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
515,619,"['Болен', 'в', 'течение', '5', 'дней', '.']","['O', 'O', 'O', 'O', 'O', 'O']",305
517,150,"['На', 'фоне', 'нормального', 'самочувствия', 'появился', 'озноб', ',', 'заболела', 'голова', ',', 'повысилась', 'температура', 'тела', 'до', '40,2', 'ºС', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
520,138,"['Живот', 'не', 'вздут', ',', 'мягкий', ',', 'безболезненный', '.']","['PHY', 'PHY', 'PHY', 'O', 'PHY', 'O', 'PHY', 'O']",278
543,519,"['Рот', 'открывает', 'свободно', ',', 'язык', 'обложен', 'сероватым', 'налѐтом', ',', 'нѐбные', 'миндалины', 'увеличены', 'в', 'объѐме', ',', 'гиперемированы', ',', 'на', 'слизистой', 'миндалин', 'видны', 'желтовато-белые', 'точки', '.']","['PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",299
548,411,"['Объективно', 'при', 'осмотре', ':', 'кожные', 'покровы', 'бледноватые', ',', 'влажные', ',', 'цианоз', 'губ', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O']",293
549,639,"['После', 'некоторого', 'облегчения', 'боли', 'возобновились', '(', '2', 'часа', 'назад', ')', ',', 'была', 'повторная', 'рвота', '.']","['O', 'O', 'O', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'O']",306
556,701,"['Тоны', 'сердца', 'приглушены', ',', 'ритм', 'правильный', ',', 'акцент', '2', 'тона', 'на', 'лѐгочной', 'артерии', '.']","['PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
561,741,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '379', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '312', '[', 'K003186', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', '32', '-', 'летний', 'больной', 'на', 'приѐме', 'у', 'врача-терапевта', 'участкового', 'с', 'жалобами', 'на', 'периодически', 'возникающие', 'давящие', 'загрудинные', 'боли', 'при', 'умеренной', 'физической', 'нагрузке', ',', 'перебои', 'в', 'работе', 'сердца', 'и', 'периодические', 'потери', 'сознания', ',', 'которые', 'появились', 'около', 'полугода', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
568,203,"['Моча', ':', 'без', 'патологии', '.']","['O', 'O', 'PHY', 'PHY', 'O']",281
569,459,"['Гипертоническая', 'болезнь', 'III', 'ст', '.']","['O', 'O', 'O', 'O', 'O']",295
579,264,"['Отмечает', 'незначительный', 'кожный', 'зуд', '.']","['O', 'O', 'PAT', 'PAT', 'O']",286
580,491,"['Объективно', ':', 'определяется', 'яркая', 'гиперемия', 'слизистой', 'оболочки', 'задней', 'стенки', 'глотки', 'и', 'умеренная', 'еѐ', 'инфильтрация', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",297
584,410,"['В', 'последние', 'несколько', 'лет', 'из', 'Москвы', 'не', 'выезжал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",293
610,371,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",291
611,574,"['Предложите', 'план', 'дополнительного', 'обследования', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O']",302
614,395,"['Очаговых', 'изменений', 'миокарда', ',', 'гипертрофии', 'миокарда', 'нет', '.']","['PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",292
619,439,"['Ранее', 'данных', 'жалоб', 'не', 'отмечала', ',', 'к', 'врачу', 'не', 'обращалась', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
620,198,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O', 'PHY', 'PHY', 'O']",281
626,644,"['Температура', 'тела', '39,4', '°', 'С', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",306
630,555,"['Креатинин', 'сыворотки', 'крови', '–', '92', 'мкмоль', '/', 'л', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",301
631,687,"['ЧДД', '–', '26', 'в', 'мин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",308
640,373,"['Какие', 'группы', 'антигипертензивных', 'препаратов', 'Вы', 'бы', 'рекомендовали', 'пациенту', 'в', 'составе', 'комбинированной', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",291
644,529,"['Боль', 'снимается', 'приѐмом', 'антацидных', 'препаратов', '(', 'Маалокс', ')', 'и', 'небольшого', 'количества', 'пищи', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",300
650,283,"['Тоны', 'сердца', 'ритмичные', ',', 'приглушѐнные', '.']","['PHY', 'PHY', 'PHY', 'O', 'PAT', 'O']",287
653,580,"['Отмечена', 'пастозность', 'лица', 'и', 'нижних', 'конечностей', '.']","['O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",303
655,560,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",301
663,625,"['На', 'рентгенограмме', 'в', 'области', 'нижней', 'доли', 'левого', 'лѐгкого', 'выявлена', 'инфильтрация', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
665,212,"['Повторно', 'осмотрен', 'врачом-терапевтом', 'участковым', '.']","['O', 'O', 'O', 'O', 'O']",282
667,381,"['Вредные', 'привычки', ':', 'курит', 'более', '15', 'лет', 'по', '20', 'сигарет', 'в', 'день', ';', 'сопутствующих', 'заболеваний', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
677,333,"['Объѐм', 'талии', '120', 'см', ',', 'объѐм', 'бѐдер', '128', 'см', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
682,510,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",298
686,114,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",277
695,483,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '363', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
697,466,"['Биохимия', 'крови', ':', 'АСАТ', '–', '45', 'ед', '/', 'л', ',', 'АЛАТ', '–', '39', 'ед', '/', 'л', ',', 'креатинин', '–', '98', 'мкмоль', '/', 'л', ',', 'ОХС', '–', '4,5', 'ммоль', '/', 'л', ',', 'ТГ', '–', '1,4', 'ммоль', '/', 'л', ',', 'ЛВП', '–', '1,0', 'ммоль', '/', 'л', ',', 'глюкоза', '–', '4,5', 'ммоль', '/', 'л', ',', 'К', '+', '–', '4,0', 'ммоль', '/', 'л', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
698,692,"['Какие', 'методы', 'исследования', 'необходимы', 'для', 'уточнения', 'диагноза', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
702,291,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '352', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '288', '[', 'K000384', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'И', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
703,678,"['На', 'этом', 'фоне', 'приступы', 'стали', 'повторяться', 'по', '5', '–', '6', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
709,419,"['По', 'другим', 'органам', 'и', 'системам', 'без', 'видимых', 'патологических', 'отклонений', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",293
721,81,"['Боль', 'в', 'суставе', 'выраженная', ',', 'трудно', 'было', 'ходить', ',', 'по', 'поводу', 'чего', 'больная', 'проходила', 'обследование', 'и', 'лечение', 'в', 'ревматологическом', 'отделении', ',', 'без', 'улучшения', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
724,236,"['Пульс', '–', '95', 'уд', '/', 'мин', ',', 'АД', '–', '100', '/', '70', 'мм', 'рт.ст', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",284
725,472,"['Укажите', 'лабораторный', 'показатель', 'и', 'его', 'целевое', 'значение', 'для', 'оценки', 'эффективности', 'и', 'безопасности', 'назначения', 'Варфарина', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
729,88,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",276
730,332,"['Индекс', 'массы', 'тела', '–', '36,5', 'кг', '/', 'м²', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
742,66,"['Тоны', 'сердца', 'аритмичные', ',', 'ЧСС', '–', '120', 'уд', '/', 'мин', ',', 'частые', 'экстрасистолы', '.']","['PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O']",275
759,177,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY', 'PHY', 'O', 'PHY', 'O']",280
764,717,"['АД', '–', '150', '/', '90', 'мм', 'рт', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT']",310
765,19,"['J03.9', 'Острый', 'тонзиллит', 'неуточненный', '.']","['O', 'O', 'O', 'O', 'O']",270
771,23,"['Через', '5', 'дней', 'от', 'начала', 'приѐма', 'Ципрофлоксацина', 'сохраняется', 'субфебрильная', 'лихорадка', ',', 'поллакиурия', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O']",271
