,id,words,ner,task
441,69,"['На', 'ЭКГ', ':', 'синусовый', 'ритм', ',', 'прерываемый', 'частыми', 'предсердными', 'экстрасистолами', ',', 'признаки', 'гипертрофии', 'левого', 'желудочка', ',', 'ЧСС', '–', '120', 'уд', '/', 'мин', '.']","['O', 'O', 'O', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",275
443,116,"['Какие', 'противовирусные', 'препараты', 'Вы', 'бы', 'рекомендовали', 'пациенту', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",277
448,226,"['При', 'пальпации', 'поражѐнного', 'участка', 'умеренно-выраженная', 'болезненность', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O']",283
452,46,"['Предположите', 'причину', 'учащения', 'приступов', 'астмы', 'и', 'снижения', 'пиковой', 'скорости', 'выдоха', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",273
455,235,"['В', 'лѐгких', 'при', 'аускультации', 'дыхание', 'везикулярное', '.']","['O', 'O', 'O', 'O', 'PHY', 'PHY', 'O']",284
459,255,"['Составьте', 'и', 'обоснуйте', 'план', 'лабораторной', 'диагностики', 'с', 'целью', 'подтверждения', 'диагноза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",285
461,632,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",305
463,441,"['Язык', 'обложен', 'белым', 'налѐтом', ',', 'влажный', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'O']",294
465,186,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '345', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '281', '[', 'K000337', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Т', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
498,12,"['Язычок', 'резко', 'отѐчен', 'и', 'смещѐн', 'несколько', 'влево', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",270
503,293,"['Считает', 'себя', 'больным', '15', 'дней', '.']","['O', 'O', 'O', 'O', 'O', 'O']",288
513,731,"['Выраженный', 'цианоз', 'губ', 'и', 'языка', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",311
523,745,"['АД', '–', '115', '/', '75', 'мм', 'рт', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY']",312
526,354,"['Боли', 'беспокоят', 'около', 'месяца', 'на', 'фоне', 'напряженного', 'рабочего', 'графика', '(', 'ночные', 'дежурства', ')', ',', 'курит', 'примерно', '20', 'лет', 'до', '15', 'сигарет', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",291
537,764,"['В', 'биохимическом', 'анализе', 'крови', ':', 'общий', 'билирубин', '–', '87,5', 'мкмоль', '/', 'л', ',', 'ЩФ', '–', '413', 'Ед', '/', 'л', ',', 'ГГТП', '–', '62', 'Ед', '/', 'л', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
539,397,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '357', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
550,478,"['Самостоятельно', 'принимал', 'противовирусные', 'препараты', '(', 'Арбидол', ',', 'Ингавирин', ')', ',', 'жаропонижающие', 'средства', ',', 'врача-терапевта', 'участкового', 'на', 'дом', 'не', 'вызывал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
552,164,"['Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O']",279
571,117,"['Назовите', 'механизм', 'их', 'действия', 'на', 'вирусы', 'гриппа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",277
575,476,"['Заболел', 'остро', '4.03', ':', 'появился', 'озноб', ',', 'повышение', 'температуры', 'тела', 'до', '38,8', '°', 'С', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",296
593,713,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",310
597,32,"['Поставлен', 'диагноз', '«', 'острый', 'пиелонефрит', '»', 'на', 'фоне', 'мочекаменной', 'болезни', ',', 'в', 'баклабораторию', 'отправлен', 'материал', 'для', 'посева', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",272
598,278,"['После', 'этого', 'самостоятельно', 'удалил', 'клеща', '.']","['O', 'O', 'O', 'O', 'O', 'O']",287
601,774,"['При', 'объективном', 'обследовании', ':', 'состояние', 'удовлетворительное', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",314
605,660,"['Левая', 'половина', 'грудной', 'клетки', 'отстаѐт', 'при', 'дыхании', ',', 'в', 'верхних', 'отделах', 'еѐ', 'усиление', 'голосового', 'дрожания', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
612,538,"['Симптомы', 'Ортнера', ',', 'Василенко', 'отрицательные', '.']","['PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",300
613,137,"['Язык', 'влажный', ',', 'обложен', 'у', 'корня', 'белым', 'налѐтом', '.']","['PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",278
615,704,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",309
617,213,"['При', 'объективном', 'обследовании', 'были', 'отмечены', 'иктеричность', 'кожных', 'покровов', 'и', 'видимых', 'слизистых', ',', 'адинамия', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'O']",282
621,182,"['Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O']",280
628,208,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '346', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '282', '[', 'K000341', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'А', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",282
635,426,"['Рентгенография', 'органов', 'грудной', 'клетки', ':', 'усиление', 'лѐгочного', 'рисунка', 'в', 'базальных', 'отделах', 'левого', 'лѐгкого', '.']","['O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",293
647,363,"['АД', '–', '150', '/', '90', 'мм', 'рт.ст', ',', 'ЧСС', '–', '92', 'уд', '/', 'мин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",291
649,584,"['Сердце', ':', 'тоны', 'правильные', ',', '80', 'в', 'мин', '.']","['O', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY']",303
654,586,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY', 'PHY', 'O', 'PHY', 'O']",303
657,706,"['Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",309
660,133,"['Периферические', 'лимфоузлы', 'не', 'пальпируются', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O']",278
664,505,"['В', 'зеве', 'определяется', 'яркая', 'гиперемия', 'слизистой', 'оболочки', 'нѐбных', 'дужек', 'и', 'миндалин', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",298
669,188,"['Заболевание', 'началось', 'остро', ':', 'температура', 'тела', 'поднялась', 'до', '38', '°', 'С', ',', 'появились', 'умеренная', 'головная', 'боль', ',', 'боли', 'в', 'глазных', 'яблоках', ',', 'светобоязнь', ',', 'слезотечение', ',', 'жжение', 'в', 'глазах', ',', 'сильный', 'насморк', ',', 'боли', 'в', 'горле', 'при', 'глотании', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
671,76,"['Анамнез', 'болезни', ':', 'врачом', 'выяснено', ',', 'что', 'заболела', 'четыре', 'месяца', 'назад', ',', 'когда', 'обнаружила', 'красное', 'пятно', 'на', 'передней', 'поверхности', 'левого', 'бедра', ',', 'которое', 'в', 'течение', '2', '–', '3', 'дней', 'резко', 'увеличивалось', 'в', 'размере', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",276
679,266,"['Живот', 'чувствительный', 'при', 'пальпации', 'в', 'области', 'правого', 'подреберья', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",286
684,356,"['Родители', 'страдают', 'гипертонической', 'болезнью', ',', 'отец', 'в', '45', 'лет', 'перенѐс', 'инсульт', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",291
688,673,"['Страдает', 'приступами', 'удушья', '4', 'года', '.']","['O', 'O', 'O', 'O', 'O', 'O']",308
691,464,"['ЭКГ', ':', 'фибрилляция', 'предсердий', ',', 'ЧСС', '–', '65', 'уд', '/', 'мин', ',', 'отклонение', 'ЭОС', 'влево', ',', 'признаки', 'рубцовых', 'изменений', 'левого', 'желудочка', '(', 'инфаркт', 'миокарда', 'в', 'анамнезе', ')', '.']","['O', 'O', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
692,463,"[',', 'PS', '–', '60', 'уд', '/', 'мин', ',', 'при', 'аускультации', 'лѐгких', 'отмечаются', 'влажные', 'хрипы', 'с', 'обеих', 'сторон', ',', 'отѐки', 'стоп', 'и', 'голеней', '.']","['O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
694,451,"['Какой', 'группы', 'противоязвенных', 'препаратов', 'Вы', 'бы', 'рекомендовали', 'пациенту', 'в', 'стартовой', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
699,712,"['Пальпация', 'грудной', 'клетки', 'болезненности', 'не', 'вызывает', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",310
705,440,"['Объективно', ':', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O', 'O']",294
706,624,"['Живот', 'мягкий', ',', 'безболезненный', ',', 'печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY', 'PHY', 'O', 'PHY', 'O', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'O']",305
707,329,"['За', 'последние', 'десять', 'лет', 'прибавила', 'в', 'весе', '30', 'кг', '.']","['O', 'O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",290
711,119,"['Назовите', 'современные', 'вакцины', 'для', 'профилактики', 'гриппа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",277
713,461,"['Жалобы', 'на', 'одышку', 'при', 'обычной', 'физической', 'нагрузке', 'и', 'в', 'покое', ',', 'кашель', ',', 'преимущественно', 'в', 'горизонтальном', 'положении', 'и', 'ночью', ',', 'отѐки', 'нижних', 'конечностей', '.']","['O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O']",295
714,528,"['Данные', 'боли', 'беспокоят', 'в', 'течение', '2', 'лет', ',', 'но', 'в', 'последнее', 'время', 'участились', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
715,346,"['Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",290
718,663,"['Над', 'остальной', 'поверхностью', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",307
723,243,"['Заболевание', 'началось', 'с', 'повышения', 'температуры', 'до', '38', '°', 'С', ',', 'слабости', ',', 'снижения', 'аппетита', '.']","['O', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'O', 'PAT', 'PAT', 'O']",285
728,382,"['В', 'последние', 'несколько', 'лет', 'из', 'Москвы', 'не', 'выезжал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
732,565,"['Болен', 'в', 'течение', 'трѐх', 'месяцев', '.']","['O', 'O', 'O', 'O', 'O', 'O']",302
734,360,"['Аускультативно', ':', 'дыхание', 'над', 'лѐгкими', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'O']",291
737,557,"['coli', 'в', 'концентрации', '100000', 'микроорганизмов', 'в', '1', 'мл', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",301
740,391,"['Лабораторные', 'и', 'инструментальные', 'методы', 'обследования', ':', 'Клинический', 'анализ', 'крови', ':', 'гемоглобин', '–', '135', 'г', '/', 'л', ',', 'эритроциты', '4,7', '×', '1012', '/', 'л', ',', 'лейкоциты', '11', '×', '10', '9', '/', 'л', ',', 'палочкоядерные', '–', '28%', ',', 'сегментоядерные', '–', '57%', ';', 'СОЭ', '–', '35', 'мм', '/', 'час', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT', 'PAT', 'PAT', 'O', 'PHY', 'PHY', 'PHY', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
751,309,"['Какова', 'тактика', 'врача', 'на', 'этапе', 'стационарного', 'лечения', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",288
766,39,"['Какой', 'длительности', 'должен', 'быть', 'курс', 'антибиотикотерапии', 'при', 'осложнѐнном', 'пиелонефрите', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",272
770,416,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичные', ',', 'единичные', 'экстрасистолы', '.']","['PAT', 'PAT', 'PAT', 'O', 'PHY', 'O', 'PAT', 'PAT', 'O']",293
773,17,"['Поставьте', 'диагноз', 'в', 'соответствии', 'с', 'МКБ', '.10', 'J03.0', 'Стрептококковый', 'тонзиллит', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",270
776,85,"['Кожные', 'покровы', 'обычной', 'окраски', ',', 'выявлен', 'участок', 'гиперемии', 'кольцевидной', 'формы', '25', 'см', 'в', 'диаметре', 'на', 'передней', 'поверхности', 'левого', 'бедра', 'и', '15', 'см', 'на', 'правом', 'плече', ',', 'с', 'интенсивно', 'красными', 'и', 'поднимающимися', 'над', 'непоражѐнной', 'кожей', 'краями', ',', 'в', 'центре', 'эритема', 'бледная', '.']","['PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",276
779,667,"['Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
780,156,"['Температура', 'тела', '39,2', '°', 'С', '.']","['PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
782,645,"['На', 'ЭКГ', ':', 'ритм', 'синусовый', ',', 'нормальное', 'положение', 'электрической', 'оси', 'сердца', '.']","['O', 'O', 'O', 'PHY', 'PHY', 'O', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",306
