,words,ner,task
528,"['Общий', 'анализ', 'крови', '(', '7.03', ')', ':', 'Нb', '–', '145', 'г', '/', 'л', ',', 'лейкоциты', '–', '18', '×', '10', '9', '/', 'л', ',', 'эритроциты', '–', '4,5', '×', '1012', '/', 'л', ',', 'тромбоциты', '–', '240', '×', '10', '9', '/', 'л', ',', 'палочкоядерные', '–', '12%', ',', 'лимфациты', '–', '20%', ',', 'нейтрофилы', '–', '74%', ',', 'эозинофилы', '–', '1%', ',', 'моноциты', '–', '3%', ',', 'СОЭ', '–', '25', 'мм', '/', 'ч', '.', 'СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '363', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
529,"['Оцените', 'рациональность', 'стартовой', 'эмпирической', 'антимикробной', 'терапии', 'с', 'учѐтом', 'спектра', 'действия', 'препарата', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
530,"['2', '.', 'Оцените', 'рациональность', 'проведѐнной', 'смены', 'антибактериального', 'препарата', 'с', 'учѐтом', 'спектра', 'действия', 'препарата', 'и', 'наиболее', 'частых', 'возбудителей', 'внебольничной', 'пневмонии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
531,"['3', '.', 'Предложите', 'методы', 'и', 'время', 'контроля', 'эффективности', 'антибактериальной', 'терапии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
532,"['4', '.', 'Сочетание', 'каких', 'из', 'назначенных', 'препаратов', 'повышает', 'риск', 'развития', 'нефротоксического', 'побочного', 'действия', '(', 'ответ', 'обоснуйте', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
533,"['5', '.', 'Предложите', 'рекомендации', 'по', 'оптимизации', 'антибактериальной', 'терапии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
534,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '364', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '297', '[', 'K002692', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Девушка', '20', 'лет', 'жалуется', 'на', 'неприятные', 'ощущения', 'в', 'глотке', ':', 'першение', ',', 'жжение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",297
535,"['Данные', 'симптомы', 'появились', 'после', 'того', ',', 'как', 'накануне', 'она', 'съела', 'большое', 'количество', 'мороженого', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",297
536,"['Объективно', ':', 'определяется', 'яркая', 'гиперемия', 'слизистой', 'оболочки', 'задней', 'стенки', 'глотки', 'и', 'умеренная', 'еѐ', 'инфильтрация', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",297
537,"['Другие', 'ЛОР-органы', 'без', 'патологических', 'изменений', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",297
538,"['Клинический', 'анализ', 'крови', ':', 'лейкоциты', '–', '10,8', '×', '10', '9', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",297
539,"[',', 'СОЭ', '–', '16', 'мм', '/', 'час', ';', 'нейтрофилы', '–', '65,2%', ',', 'лимфоциты', '–', '21,3%', ',', 'эозинофилы', '–', '3,1%', ',', 'моноциты', '–', '10%', ',', 'базофилы', '–', '0,4%', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",297
540,"['Больная', 'требует', 'оформление', 'больничного', 'листа', '.']","['O', 'O', 'O', 'O', 'O', 'O']",297
541,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",297
542,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",297
543,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",297
544,"['3', '.', 'Составьте', 'план', 'и', 'обоснуйте', 'план', 'лечения', 'пациента', '(', 'укажите', 'препараты', 'выбора', ',', 'диета', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",297
545,"['4', '.', 'Назовите', 'основных', 'возбудителей', 'и', 'факторы', ',', 'способствующие', 'развитию', 'данного', 'заболевания', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",297
546,"['5', '.', 'Оцените', 'трудоспособность', 'пациентки', '.']","['O', 'O', 'O', 'O', 'O', 'O']",297
547,"['Необходимо', 'ли', 'выдать', 'лист', 'временной', 'нетрудоспособности', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",297
563,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '366', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '299', '[', 'K002694', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '24', 'лет', 'жалуется', 'на', 'сильные', 'головные', 'боли', ',', 'боли', 'при', 'глотании', ',', 'иррадиирующие', 'в', 'оба', 'уха', ',', 'боли', 'в', 'суставах', 'конечностей', 'и', 'пояснице', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",299
564,"['Заболел', 'остро', ',', '2', 'дня', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",299
565,"['Температура', 'тела', 'достигает', '39', '–', '40', '°', 'С', '.', 'Объективно', ':', 'регионарные', 'шейные', 'лимфоузлы', 'увеличены', ',', 'болезненны', 'при', 'пальпации', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",299
566,"['Рот', 'открывает', 'свободно', ',', 'язык', 'обложен', 'сероватым', 'налѐтом', ',', 'нѐбные', 'миндалины', 'увеличены', 'в', 'объѐме', ',', 'гиперемированы', ',', 'на', 'слизистой', 'миндалин', 'видны', 'желтовато-белые', 'точки', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",299
567,"['Клинический', 'анализ', 'крови', ':', 'лейкоциты', '–', '14,6', '×', '10', '9', '/', 'л', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",299
568,"[',', 'СОЭ', '–', '66', 'мм', '/', 'час', ';', 'лейкоцитарная', 'формула', ':', 'палочкоядерные', '–', '9%', ',', 'сегментоядерные', '–', '65,2%', ',', 'лимфоциты', '–', '12,3%', ',', 'эозинофилы', '–', '3,1%', ',', 'моноциты', '–', '10%', ',', 'базофилы', '–', '0,4%', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",299
569,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",299
570,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",299
571,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",299
572,"['3', '.', 'Какие', 'методы', 'диагностики', 'необходимо', 'провести', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",299
573,"['4', '.', 'Возможные', 'осложнения', 'со', 'стороны', 'внутренних', 'органов', '(', 'местные', 'и', 'общие', ')', 'при', 'повторении', 'подобных', 'состояний', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",299
574,"['5', '.', 'Указать', 'рекомендованный', 'срок', 'постельного', 'режима', 'и', 'временной', 'нетрудоспособности', 'при', 'данном', 'заболевании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",299
596,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '368', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '301', '[', 'K003194', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', '19', 'лет', 'обратилась', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'учащѐнное', 'болезненное', 'мочеиспускание', 'малыми', 'порциями', ',', 'неинтенсивную', 'ноющего', 'характера', 'боль', 'в', 'правой', 'половине', 'поясничной', 'области', ',', 'повышение', 'температуры', 'тела', 'до', 'субфебрильных', 'цифр', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",301
597,"['В', 'детстве', 'часто', 'болела', 'простудными', 'заболеваниями', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",301
598,"['Месяц', 'тому', 'назад', 'вышла', 'замуж', '.']","['O', 'O', 'O', 'O', 'O', 'O']",301
599,"['При', 'обследовании', 'в', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', ',', 'ЧДД', '–', '18', 'в', 'мин', '.', ',', 'ЧСС', '–', '80', 'уд', '/', 'мин', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",301
600,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O']",301
601,"['АД', '110', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Симптом', 'поколачивания', 'справа', 'слабо', 'положительный', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",301
602,"['Анализ', 'крови', ':', 'Нв', '–', '110', 'г', '/', 'л', ',', 'лейкоциты', '–', '10,2', '×', '10', '9', '/', 'л', ',', 'СОЭ', '–', '28', 'мм', '/', 'ч', '.', 'Общий', 'анализ', 'мочи', ':', 'относительная', 'плотность', '–', '1,012', 'г', '/', 'л', ',', 'белок', '–', '0,066', 'г', '/', 'л', ',', 'эритроциты', '–', '0', '–', '1', 'в', 'поле', 'зрения', ',', 'лейкоциты', '–', '12', '–', '15', 'в', 'поле', 'зрения', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",301
603,"['Креатинин', 'сыворотки', 'крови', '–', '92', 'мкмоль', '/', 'л', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",301
604,"['При', 'бактериологическом', 'исследовании', 'мочи', 'выделена', 'E', '.', 'coli', 'в', 'концентрации', '100000', 'микроорганизмов', 'в', '1', 'мл', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",301
605,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",301
606,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",301
607,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
608,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
609,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
610,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",301
754,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '376', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '309', '[', 'K003183', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '52', 'лет', '3', 'день', 'после', 'операции', 'аппендэктомии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309
755,"['При', 'попытке', 'подняться', 'с', 'постели', 'внезапно', 'появилась', 'одышка', ',', 'сухой', 'кашель', ',', 'давящая', 'боль', 'по', 'всей', 'передней', 'поверхности', 'грудной', 'клетки', ',', 'резкая', 'общая', 'слабость', ',', 'через', 'сутки', 'присоединилось', 'кровохаркание', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PAT-START', 'O']",309
756,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'цианоз', ',', 'набухание', 'шейных', 'вен', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",309
757,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",309
758,"['Частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '36', 'в', 'минуту', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
759,"['Тоны', 'сердца', 'приглушены', ',', 'ритм', 'правильный', ',', 'акцент', '2', 'тона', 'на', 'лѐгочной', 'артерии', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
760,"['ЭКГ', ':', 'правограмма', ',', 'глубокий', 'зубец', 'S', 'в', 'I', 'отведении', ',', 'зубец', 'Q', 'в', 'III', 'отведении', ',', 'глубиной', '1', '/', '3', 'зубца', 'R', 'и', 'продолжительностью', '0,02', 'секунды', '.']","['O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
761,"['Депрессия', 'сегмента', 'SТ', 'и', 'отрицательный', 'зубец', 'Т', 'в', 'V1', '–', 'V3', 'отведениях', ',', 'высокие', 'зубцы', 'Р', 'в', 'стандартных', 'отведениях', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",309
762,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",309
763,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",309
764,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309
765,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309
766,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309
767,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309
