,words,ner,task
575,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '367', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '300', '[', 'K003189', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Мужчина', '29', 'лет', 'обратился', 'в', 'поликлинику', 'с', 'жалобами', 'на', 'периодические', 'боли', 'в', 'эпигастральной', 'области', 'ноющего', 'характера', ',', 'возникающие', 'через', '1,5', '-', '2', 'часа', 'после', 'приѐма', 'пищи', ',', '«', 'ночные', 'боли', '»', ',', 'иногда', '–', 'изжогу', ',', 'тошноту', ',', 'запоры', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",300
576,"['Данные', 'боли', 'беспокоят', 'в', 'течение', '2', 'лет', ',', 'но', 'в', 'последнее', 'время', 'участились', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
577,"['Боль', 'снимается', 'приѐмом', 'антацидных', 'препаратов', '(', 'Маалокс', ')', 'и', 'небольшого', 'количества', 'пищи', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",300
578,"['Не', 'обследовался', '.']","['O', 'O', 'O']",300
579,"['Работает', 'водителем', 'автобуса', ',', 'режим', 'питания', 'не', 'соблюдает', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
580,"['При', 'осмотре', ':', 'состояние', 'удовлетворительное', '.']","['O', 'O', 'O', 'O', 'O', 'O']",300
581,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",300
582,"['ЧДД', '–', '19', 'в', 'мин', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",300
583,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O']",300
584,"['ЧСС', '–', '60', 'уд', '/', 'мин', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",300
585,"['Язык', 'влажный', ',', 'обложен', 'белым', 'налѐтом', '.']","['PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",300
586,"['Живот', 'при', 'пальпации', 'мягкий', ',', 'болезненный', 'в', 'эпигастральной', 'области', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",300
587,"['Симптомы', 'Ортнера', ',', 'Василенко', 'отрицательные', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",300
588,"['Размеры', 'печени', 'по', 'Курлову', '9', '×', '8', '×', '7', 'см', '.', 'Селезѐнка', 'не', 'пальпируется', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",300
589,"['Отѐков', 'нет', '.']","['PHY-START', 'PHY', 'O']",300
590,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",300
591,"['Каков', 'наиболее', 'вероятный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O']",300
592,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
593,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
594,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
595,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",300
611,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '369', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '302', '[', 'K003197', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'М', '.', '60', 'лет', 'обратился', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'лихорадку', 'до', '38', '°', 'С', ',', 'ночное', 'потоотделение', ',', 'потерю', 'в', 'весе', ',', 'кожный', 'зуд', 'в', 'области', 'шеи', ',', 'паха', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",302
612,"['Болен', 'в', 'течение', 'трѐх', 'месяцев', '.']","['O', 'O', 'O', 'O', 'O', 'O']",302
613,"['При', 'осмотре', ':', 'пальпируются', 'увеличенные', 'подвижные', ',', 'не', 'спаянные', 'с', 'кожей', 'плотно-эластические', 'лимфоузлы', ',', 'в', 'шейно-надключичной', 'области', 'слева', 'сливающиеся', 'между', 'собой', 'в', 'конгломераты', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
614,"['Дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",302
615,"['ЧДД', '–', '17', 'в', 'мин', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",302
616,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O']",302
617,"['ЧСС', '–', '82', 'уд', '/', 'мин', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",302
618,"['Печень', 'у', 'рѐберной', 'дуги', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O']",302
619,"['Селезѐнка', 'не', 'увеличена', '.']","['PHY-START', 'PHY', 'PHY', 'O']",302
620,"['В', 'общем', 'анализе', 'крови', ':', 'гемоглобин', '–', '100,0', 'г', '/', 'л', ',', 'лейкоциты', '–', '3,2', '×', '10', '9', '/', 'л', ',', 'эозинофилы', '–', '11%', ',', 'палочкоядерные', '–', '4%', ',', 'сегментоядерные', '–', '67%', ',', 'лимфоциты', '–', '14%', ',', 'моноциты', '–', '6%', ',', 'тромбоциты', '–', '200000', ',', 'COЭ', '–', '20', 'мм', '/', 'час', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
621,"['В', 'биоптате', 'лимфоузла', '–', 'клетки', 'Березовского-Штернберга', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",302
622,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",302
623,"['Назовите', 'предполагаемый', 'диагноз', '.']","['O', 'O', 'O', 'O']",302
624,"['2', '.', 'Предложите', 'план', 'дополнительного', 'обследования', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",302
625,"['3', '.', 'Какая', 'стадия', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O']",302
626,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",302
627,"['5', '.', 'Предложите', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",302
647,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '371', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '304', '[', 'K003202', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'А', '.', '24', 'лет', 'жалуется', 'на', 'головную', 'боль', ',', 'слабость', ',', 'боли', 'в', 'суставах', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",304
648,"['Больна', '3', 'года', '.']","['O', 'O', 'O', 'O']",304
649,"['Заболевание', 'началось', 'с', 'высокой', 'температуры', ',', 'появления', 'эритематозной', 'сыпи', 'на', 'туловище', 'и', 'конечностях', 'и', 'макрогематурии', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",304
650,"['Получала', 'нерегулярно', 'Преднизолон', '30', 'мг', 'в', 'сутки', ',', 'но', 'в', 'дальнейшем', 'от', 'лечения', 'отказалась', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
651,"['Спустя', 'год', 'возник', 'артрит', ',', 'появилось', 'генерализованное', 'увеличение', 'лимфоузлов', '.']","['O', 'O', 'O', 'PAT-START', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",304
652,"['При', 'обследовании', 'был', 'выявлен', 'перикардит', ',', 'плеврит', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'O']",304
653,"['Настоящее', 'ухудшение', 'в', 'течение', '2', 'месяцев', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",304
654,"['Объективно', ':', 'состояние', 'тяжѐлое', '.']","['O', 'O', 'O', 'O', 'O']",304
655,"['Питание', 'пониженное', '.']","['PAT-START', 'PAT', 'O']",304
656,"['Кожные', 'покровы', 'сухие', ',', 'отмечаются', 'участки', 'эритематозной', 'сыпи', 'на', 'коже', 'спины', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
657,"['Пальпируются', 'увеличенные', 'лимфатические', 'узлы', 'до', '1', 'см', 'в', 'диаметре', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
658,"['Отмечается', 'скованность', ',', 'отѐчность', 'в', 'межфаланговых', 'суставах', 'кистей', '.']","['O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
659,"['Деформаций', 'нет', '.']","['PHY-START', 'PHY', 'O']",304
660,"['Дыхание', 'ослабленное', 'в', 'нижних', 'отделах', 'с', 'обеих', 'сторон', ',', 'там', 'же', 'притупление', 'при', 'перкуссии', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",304
661,"['Сердце', 'расширено', 'в', 'поперечнике', '(', '14,5', 'см', ')', ',', 'тоны', 'глухие', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",304
662,"['Пульс', '–', '108', 'уд', '/', 'мин', '.', ',', 'ритм', 'правильный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'PHY', 'O']",304
663,"['Артериальное', 'давление', '–', '150', '/', '90', 'мм', 'рт', '.', 'ст', '.', 'Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '1,5', 'см', '.', 'Селезѐнка', 'не', 'пальпируется', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",304
664,"['Отѐчность', 'голеней', '.']","['PAT-START', 'PAT', 'O']",304
665,"['Анализ', 'крови', ':', 'гемоглобин', '–', '64', 'г', '/', 'л', ',', 'эритроциты', '–', '1,8', '×', '10', '12', '/', 'л', ',', 'тромбоциты', '–', '180', '×', '10', '9', '/', 'л', ',', 'лейкоциты', '–', '4,2', '×', '10', '9', '/', 'л', ',', 'СОЭ', '–', '56', 'мм', '/', 'ч', '.', 'Анализ', 'мочи', ':', 'удельный', 'вес', '–', '1010', ',', 'белок', '–', '1,2%', ',', 'в', 'осадке', 'до', '40', 'эритроцитов', 'в', 'поле', 'зрения', ',', 'холестерин', 'сыворотки', 'крови', '–', '6,4', 'ммоль', '/', 'л', ',', 'креатинин', 'сыворотки', 'крови', '–', '124', 'мкмоль', '/', 'л', ',', 'общий', 'белок', 'сыворотки', 'крови', '–', '51', 'г', '/', 'л', ',', 'альбумин', '–', '25', 'г', '/', 'л', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
666,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",304
667,"['Назовите', 'предполагаемый', 'диагноз', '.']","['O', 'O', 'O', 'O']",304
668,"['2', '.', 'Предложите', 'план', 'дополнительного', 'обследования', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
669,"['3', '.', 'Чем', 'обусловлены', 'изменения', 'лабораторных', 'показателей', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
670,"['4', '.', 'С', 'какими', 'заболеваниями', 'проводится', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
671,"['5', '.', 'Предложите', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",304
672,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '372', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '305', '[', 'K003179', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Н', '.', '49', 'лет', 'поступил', 'с', 'приѐма', 'врача-терапевта', 'участкового', 'в', 'терапевтическое', 'отделение', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '38,2', '°', 'С', 'с', 'ознобом', ',', 'одышку', ',', 'кашель', 'со', 'скудной', 'мокротой', ',', 'боль', 'в', 'правом', 'боку', 'при', 'глубоком', 'дыхании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
673,"['Болен', 'в', 'течение', '5', 'дней', '.']","['O', 'O', 'O', 'O', 'O', 'O']",305
674,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'цианоз', 'губ', ',', 'кожные', 'покровы', 'бледные', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",305
675,"['Левая', 'половина', 'грудной', 'клетки', 'отстаѐт', 'при', 'дыхании', ',', 'под', 'лопаткой', 'слева', 'укорочение', 'перкуторного', 'звука', ',', 'там', 'же', 'выслушивается', 'крепитация', ',', 'частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '25', 'в', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
676,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичны', ',', 'пульс', '–', '100', 'уд', '/', 'мин', '.', ',', 'артериальное', 'давление', '(', 'АД', ')', '–', '100', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', ',', 'безболезненный', ',', 'печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'O', 'PHY-START', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",305
677,"['Отѐков', 'нет', '.']","['PHY-START', 'PHY', 'O']",305
678,"['На', 'рентгенограмме', 'в', 'области', 'нижней', 'доли', 'левого', 'лѐгкого', 'выявлена', 'инфильтрация', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
679,"['В', 'гемограмме', ':', 'гемоглобин', '–', '126', 'г', '/', 'л', ';', 'лейкоциты', '–', '12', 'тысяч', ',', 'палочкоядерные', '–', '11%', ',', 'сегментоядерные', '–', '46%', ',', 'СОЭ', '–', '38мм', '/', 'час', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
680,"['Больному', 'был', 'назначен', 'Ампициллин', '1000000', 'ЕД', 'в', '/', 'м', '6', 'раз', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
681,"['На', '5', 'день', 'лечения', 'состояние', 'больного', 'ухудшилось', ',', 'температура', 'тела', 'повысилась', 'до', '40,1', '°', 'С', ',', 'появилась', 'обильная', 'гнойная', 'мокрота', ',', 'наросли', 'признаки', 'интоксикации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O']",305
682,"['На', 'компьютерной', 'томографии', 'лѐгких', 'в', 'нижней', 'доле', 'слева', 'выявлена', 'полость', 'до', '1,2', 'см', 'в', 'диаметре', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
683,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",305
684,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",305
685,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
686,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
687,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
688,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
805,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '379', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '312', '[', 'K003186', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', '32', '-', 'летний', 'больной', 'на', 'приѐме', 'у', 'врача-терапевта', 'участкового', 'с', 'жалобами', 'на', 'периодически', 'возникающие', 'давящие', 'загрудинные', 'боли', 'при', 'умеренной', 'физической', 'нагрузке', ',', 'перебои', 'в', 'работе', 'сердца', 'и', 'периодические', 'потери', 'сознания', ',', 'которые', 'появились', 'около', 'полугода', 'назад', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
806,"['Брат', 'больного', 'умер', 'внезапно', 'в', 'молодом', 'возрасте', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
807,"['При', 'осмотре', '–', 'кожные', 'покровы', 'без', 'особенностей', ',', 'ЧДД', '–', '19', 'в', 'минуту', ',', 'ЧСС', '–', '88', 'ударов', 'в', 'минуту', ',', 'ритм', 'неправильный', '.']","['O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'O']",312
808,"['При', 'аускультации', 'сердца', '–', 'систолический', 'шум', 'в', '3', '–', '4', 'межреберье', 'слева', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",312
809,"['АД', '–', '115', '/', '75', 'мм', 'рт', '.', 'ст', '.', 'Печень', 'не', 'увеличена', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",312
810,"['Отѐков', 'нет', '.']","['PHY-START', 'PHY', 'O']",312
811,"['При', 'суточном', 'мониторировании', 'ЭКГ', 'выявлена', 'частая', 'желудочковая', 'экстрасистолия', 'и', 'короткие', 'пароксизмы', 'желудочковой', 'тахикардии', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",312
812,"['При', 'эхокардиографии', 'толщина', 'межжелудочковой', 'перегородки', 'в', 'диастолу', '–', '1,7', 'см', ',', 'задней', 'стенки', 'левого', 'желудочка', '–', '1,3', 'см', ',', 'размер', 'полости', 'левого', 'желудочка', 'в', 'диастолу', '–', '4,2', 'см', '.', 'Госпитализирован', 'для', 'обследования', 'и', 'уточнения', 'диагноза', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",312
813,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",312
814,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",312
