st_pos;end_pos;text;label
2984;2988;головную боль в лобной области ;патологический признак[198]
2989;2989;, ;_
2990;2991;небольшое головокружение ;патологический признак[199]
2992;2992;, ;_
2993;2993;светобоязнь ;патологический признак
2994;2994;, ;_
2995;2995;озноб ;патологический признак
2996;2996;, ;_
2997;3005;заложенность носа с обильными слизисто-серозными выделениями из носовых ходов ;патологический признак[200]
3006;3010;. Заболевание началось остро : ;_
3011;3017;температура тела поднялась до 38 ° С ;патологический признак[201]
3018;3020;, появились умеренная ;_
3021;3022;головная боль ;патологический признак[202]
3023;3023;, ;_
3024;3027;боли в глазных яблоках ;патологический признак[203]
3028;3028;, ;_
3029;3029;светобоязнь ;патологический признак
3030;3030;, ;_
3031;3031;слезотечение ;патологический признак
3032;3032;, ;_
3033;3035;жжение в глазах ;патологический признак[204]
3036;3036;, ;_
3037;3038;сильный насморк ;патологический признак[205]
3039;3039;, ;_
3040;3044;боли в горле при глотании ;патологический признак[206]
3045;3052;. На следующий день и все последующие дни ;_
3053;3058;температура тела до 40 ° С ;патологический признак[207]
3059;3067;. Заболевание связывает с переохлаждением . При осмотре больного ;_
3068;3073;температура тела 38 ° С , ;патологический признак[208]
3074;3074;вялый ;патологический признак
3075;3080;. Общее состояние средней тяжести . ;_
3081;3083;Носовое дыхание затруднено ;патологический признак[209]
3084;3084;, ;_
3085;3090;обильные серозно-слизистые выделения из носовых ходов ;патологический признак[210]
3091;3091;. ;_
3092;3093;Веки отѐчны ;патологический признак[211]
3094;3094;. ;_
3095;3099;Конъюнктивы обоих глаз резко гиперемированы ;патологический признак[212]
3100;3102;. Выявлены умеренная ;_
3103;3104;гиперемия дужек ;патологический признак[213]
3105;3105;, ;_
3106;3106;язычка ;патологический признак
3107;3107;, ;_
3108;3108;миндалин ;патологический признак
3109;3109;и ;_
3110;3116;умеренная гиперемия и зернистость задней стенки глотки ;патологический признак[214]
3117;3117;. ;_
3118;3120;Миндалины не увеличены ;физиологический признак[215]
3121;3121;. ;_
3122;3123;Пальпируются мягкие ;патологический признак[216]
3124;3124;, ;_
3125;3132;безболезненные подчелюстные , шейные и подмышечные лимфатические узлы ;патологический признак[217]
3133;3137;. В лѐгких при аускультации ;_
3138;3139;жѐсткое дыхание ;патологический признак[218]
3140;3140;, ;_
3141;3143;хрипы не выслушиваются ;физиологический признак[219]
3144;3144;. ;_
3145;3150;Пульс – 102 уд / мин ;патологический признак[220]
3151;3151;, ;_
3152;3152;ритмичный ;физиологический признак
3153;3153;, ;_
3154;3155;удовлетворительного наполнения ;физиологический признак[221]
3156;3156;. ;_
3157;3159;Тоны сердца отчѐтливые ;физиологический признак[222]
3160;3160;. ;_
3161;3162;Язык чистый ;физиологический признак[223]
3163;3163;, ;_
3164;3164;влажный ;физиологический признак
3165;3165;. ;_
3166;3167;Живот мягкий ;физиологический признак[224]
3168;3168;, ;_
3169;3169;безболезненный ;физиологический признак
3170;3170;. ;_
3171;3171;Печень ;физиологический признак
3172;3172;и ;_
3173;3175;селезѐнка не пальпируются ;физиологический признак[225]
3176;3176;. ;_
3177;3179;Менингеальных симптомов нет ;физиологический признак[226]
3180;3185;. Лабораторная диагностика . Кровь : ;_
3186;3191;эритроциты – 3,5х10 12 / л ;патологический признак[227]
3192;3192;, ;_
3193;3198;Нв – 116 г / л ;патологический признак[228]
3199;3199;, ;_
3200;3205;лейкоциты – 7,8х10 9 / л ;физиологический признак[229]
3206;3206;, ;_
3207;3209;эозинофилы – 1% ;физиологический признак[230]
3210;3210;, ;_
3211;3213;палочкоядерные – 8% ;патологический признак[231]
3214;3214;, ;_
3215;3217;сегментоядерные – 53% ;физиологический признак[232]
3218;3218;, ;_
3219;3221;лимфоциты – 36% ;физиологический признак[233]
3222;3222;, ;_
3223;3225;моноциты – 2% ;физиологический признак[234]
3226;3228;. Моча : ;_
3229;3230;без патологии ;физиологический признак[235]
3231;3235;. Рентгенография грудной клетки – ;_
3236;3237;без патологии ;физиологический признак[236]
3238;3322;. Вопросы : 1 . Сформулируйте и обоснуйте предварительный диагноз . 2 . Назовите заболевания , с которыми необходимо провести дифференциальную диагностику . 3 . Составьте план обследования . 4 . Составьте план лечения . 5 . Какова тактика врача-терапевта участкового , ? СЗ_Лечебное дело ( ч .4 ) – 2017 346 СИТУАЦИОННАЯ ЗАДАЧА 282 [ K000341 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной А . 18 лет , учащийся , заболел 4 дня назад , когда ;_
3323;3329;температура тела повысилась до 38 ° С ;патологический признак[237]
3330;3331;, появилась ;_
3332;3332;слабость ;патологический признак
3333;3333;, ;_
3334;3336;ломота в теле ;патологический признак[238]
3337;3337;, ;_
3338;3339;головная боль ;патологический признак[239]
3340;3361;. Врач-терапевт участковый диагностировал острое респираторное заболевание , назначил лечение на дому . На 5 день болезни температура снизилась , но появилась ;_
3362;3363;тѐмная моча ;патологический признак[240]
3364;3368;, на 6 день – ;_
3369;3372;желтушность кожи и склер ;патологический признак[241]
3373;3387;. Повторно осмотрен врачом-терапевтом участковым . Направлен в стационар . При объективном обследовании были отмечены ;_
3388;3390;иктеричность кожных покровов ;патологический признак[242]
3391;3391;и ;_
3392;3393;видимых слизистых ;патологический признак[243]
3394;3394;, ;_
3395;3395;адинамия ;патологический признак
3396;3396;. ;_
3397;3402;Язык покрыт густым , белым налѐтом ;патологический признак[244]
3403;3403;. ;_
3404;3406;Живот обычной формы ;физиологический признак[245]
3407;3407;, ;_
3408;3408;мягкий ;физиологический признак
3409;3409;, ;_
3410;3414;чувствительный в области правого подреберья ;патологический признак[246]
3415;3415;. ;_
3416;3425;Печень увеличена на 3 см , плотно-эластичной консистенции , чувствительная ;патологический признак[247]
3426;3426;. ;_
3427;3429;Селезѐнка не прощупывается ;физиологический признак[248]
3430;3430;. ;_
3431;3435;Моча цвета « пива » ;патологический признак[249]
3436;3436;, ;_
3437;3438;кал ахоличен ;патологический признак[250]
3439;3532;. Одновременно заболело ещѐ несколько учащихся . Вопросы : 1 . Сформулируйте и обоснуйте предварительный диагноз . 2 . Назовите заболевания , с которыми необходимо провести дифференциальную диагностику . 3 . Составьте план обследования . 4 . Составьте план лечения . 5 . Какова тактика врача-терапевта участкового ? СЗ_Лечебное дело ( ч .4 ) – 2017 347 СИТУАЦИОННАЯ ЗАДАЧА 283 [ K000345 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная Б . 54 лет вызвала врача на дом на 3 день болезни по поводу с жалобами на ;_
3533;3539;повышение температуры тела до 39 ° С ;патологический признак[251]
3540;3540;, ;_
3541;3541;озноб ;патологический признак
3542;3542;, ;_
3543;3543;слабость ;патологический признак
3544;3544;, ;_
3545;3546;головную боль ;патологический признак[252]
3547;3547;, ;_
3548;3548;тошноту ;патологический признак
3549;3549;, ;_
3550;3551;мышечные боли ;патологический признак[253]
3552;3552;, ;_
3553;3553;припухлость ;патологический признак
3554;3554;и ;_
3555;3560;чувство жжения в области правой щеки ;патологический признак[254]
3561;3561;. ;_
3562;3572;В области правой щеки имеется разлитая гиперемия кожи с неправильными контурами ;патологический признак[255]
3573;3580;, возникшая впервые . На месте гиперемии имеется ;_
3581;3582;отѐк ткани ;патологический признак[256]
3583;3587;. При пальпации поражѐнного участка ;_
3588;3589;умеренно-выраженная болезненность ;патологический признак[257]
3590;3590;. ;_
3591;3593;Тоны сердца приглушены ;патологический признак[258]
3594;3594;. ;_
3595;3600;Пульс – 94 уд / мин ;патологический признак[259]
3601;3601;, ;_
3602;3602;ритмичный ;физиологический признак
3603;3603;, ;_
3604;3605;удовлетворительного наполнения ;физиологический признак[260]
3606;3681;. Вопросы : 1 . Сформулируйте и обоснуйте предварительный диагноз . 2 . Проведите дифференциальную диагностику между основным и альтернативными заболеваниями . 3 . Составьте план обследования . 4 . Составьте план лечения . 5 . Какова тактика врача-терапевта участкового ? СЗ_Лечебное дело ( ч .4 ) – 2017 348 СИТУАЦИОННАЯ ЗАДАЧА 284 [ K000349 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная С . 44 лет предъявляет жалобы ;_
3682;3684;на головную боль ;патологический признак[261]
3685;3685;, ;_
3686;3689;боль в глазных яблоках ;патологический признак[262]
3690;3690;, ;_
3691;3693;ломоту в теле ;патологический признак[263]
3694;3694;, ;_
3695;3701;повышение температуры тела до 39 ° С ;патологический признак[264]
3702;3702;, ;_
3703;3704;сухой кашель ;патологический признак[265]
3705;3705;, ;_
3706;3707;заложенность носа ;патологический признак[266]
3708;3718;. Заболела накануне вечером . Объективно : состояние средней тяжести , ;_
3719;3720;лицо гиперемировано ;патологический признак[267]
3721;3721;, ;_
3722;3723;склеры инъецированы ;патологический признак[268]
3724;3724;, ;_
3725;3728;лимфатические узлы не увеличены ;физиологический признак[269]
3729;3733;. При осмотре ротоглотки : ;_
3734;3734;миндалины ;патологический признак
3735;3735;, ;_
3736;3736;язычок ;патологический признак
3737;3737;, ;_
3738;3739;дужки набухшие ;патологический признак[270]
3740;3740;, ;_
3741;3741;гиперемированы ;патологический признак
3742;3742;, ;_
3743;3746;с небольшим цианотичным оттенком ;патологический признак[271]
3747;3751;. В лѐгких при аускультации ;_
3752;3753;дыхание везикулярное ;физиологический признак[272]
3754;3754;. ;_
3755;3760;Пульс – 95 уд / мин ;патологический признак[273]
3761;3761;, ;_
3762;3768;АД – 100 / 70 мм рт.ст ;патологический признак[274]
3769;3866;. Вопросы : 1 . Какой предварительный диагноз можно поставить пациентке ? 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план дополнительного обследования пациентки . 4 . Препараты какой фармакологической группы Вы бы рекомендовали пациентке в качестве этиотропной терапии ? 5 . Какие клинические проявления у пациентки свидетельствуют об эффективности этиотропной терапии ? СЗ_Лечебное дело ( ч .4 ) – 2017 349 СИТУАЦИОННАЯ ЗАДАЧА 285 [ K000354 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной 32 лет приехал из Узбекистана 7 дней назад . Заболевание началось с ;_
3867;3872;повышения температуры до 38 ° С ;патологический признак[275]
3873;3873;, ;_
3874;3874;слабости ;патологический признак
3875;3875;, ;_
3876;3877;снижения аппетита ;патологический признак[276]
3878;3882;. В течение 5 дней ;_
3883;3887;температура утром 38 ° С ;патологический признак[277]
3888;3888;, ;_
3889;3892;вечером 39 ° С ;патологический признак[278]
3893;3894;, нарастала ;_
3895;3896;головная боль ;патологический признак[279]
3897;3897;, ;_
3898;3898;слабость ;патологический признак
3899;3899;, ;_
3900;3901;исчез аппетит ;патологический признак[280]
3902;3902;, ;_
3903;3904;задержка стула ;патологический признак[281]
3905;3905;, ;_
3906;3906;бессонница ;патологический признак
3907;3920;. При осмотре врачом-терапевтом участковым на 7 день болезни – состояние средней тяжести , ;_
3921;3924;температура 38,4 ° С ;патологический признак[282]
3925;3925;, ;_
3926;3926;вялый ;патологический признак
3927;3927;, ;_
3928;3928;адинамичный ;патологический признак
3929;3929;. ;_
3930;3931;Кожа бледная ;патологический признак[283]
3932;3932;, ;_
3933;3933;сухая ;патологический признак
3934;3934;, ;_
3935;3941;на коже живота выявлена розеолезная единичная сыпь ;патологический признак[284]
3942;3944;. В лѐгких ;_
3945;3946;без патологии ;физиологический признак[285]
3947;3947;. ;_
3948;3950;Тоны сердца приглушены ;патологический признак[286]
3951;3951;, ;_
3952;3958;АД – 90 / 60 мм рт.ст ;патологический признак[287]
3959;3960;. , ;_
3961;3966;Пульс – 78 уд / мин ;физиологический признак[288]
3967;3967;. ;_
3968;3974;Язык обложен густым серым налѐтом у корня ;патологический признак[289]
3975;3975;, ;_
3976;3980;на боковых поверхностях отпечатки зубов ;патологический признак[290]
3981;3981;. ;_
3982;3983;Живот вздут ;патологический признак[291]
3984;3986;, при пальпации ;_
3987;3988;мягкий безболезненный ;физиологический признак
3989;3989;. ;_
3990;3991;Пальпируются печень ;патологический признак[292]
3992;3992;и ;_
3993;3993;селезѐнка ;патологический признак
3994;4096;. Госпитализирован . Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план лабораторной диагностики с целью подтверждения диагноза . 4 . Препараты какой группы Вы бы назначили пациенту в составе комбинированной этиотропной терапии ? Обоснуйте свой выбор . 5 . Перечислите патогенетически обусловленные и опасные осложнения при данном заболевании . СЗ_Лечебное дело ( ч .4 ) – 2017 350 СИТУАЦИОННАЯ ЗАДАЧА 286 [ K000358 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной А . 18 лет вызвал врача на дом по поводу жалоб ;_
4097;4098;на слабость ;патологический признак[293]
4099;4099;, ;_
4100;4102;повышенную температуру тела ;патологический признак[294]
4103;4107;. В течение 7 дней ;_
4108;4109;головная боль ;патологический признак[295]
4110;4110;, ;_
4111;4114;температура 38 ° С ;патологический признак[296]
4115;4115;, ;_
4116;4116;недомогание ;патологический признак
4117;4130;. Лечился амбулаторно , диагноз « ОРВИ » . На 8 день болезни появилась ;_
4131;4132;тѐмная моча ;патологический признак[297]
4133;4135;, окружающие заметили ;_
4136;4139;желтушность кожи и склер ;патологический признак[298]
4140;4148;, в связи с чем госпитализирован . Объективно : ;_
4149;4150;иктеричность кожи ;патологический признак[299]
4151;4151;и ;_
4152;4153;видимых слизистых ;патологический признак[300]
4154;4154;, ;_
4155;4155;адинамия ;патологический признак
4156;4158;. Отмечает незначительный ;_
4159;4160;кожный зуд ;патологический признак[301]
4161;4161;. ;_
4162;4164;Тоны сердца приглушены ;патологический признак[302]
4165;4165;, ;_
4166;4171;пульс – 58 уд / мин ;патологический признак[303]
4172;4172;, ;_
4173;4179;АД – 95 / 60 мм рт.ст ;патологический признак[304]
4180;4180;. ;_
4181;4188;Живот чувствительный при пальпации в области правого подреберья ;патологический признак[305]
4189;4189;. ;_
4190;4205;Печень выступает на 2 см ниже края рѐберной дуги , край эластичный , чувствительный при пальпации ;патологический признак[306]
4206;4206;. ;_
4207;4209;Селезѐнка не пальпируется ;физиологический признак[307]
4210;4210;. ;_
4211;4215;Моча цвета « пива » ;патологический признак[308]
4216;4216;, ;_
4217;4218;кал обесцвечен ;патологический признак[309]
4219;4324;. Известно , что « желтухой » заболели ещѐ несколько человек по месту учѐбы . Госпитализирован . Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Перечислите и обоснуйте клинические синдромы периода разгара болезни . 4 . Проведите клинико-патогенетические параллели между клиническими и патогенетическими синдромами данного заболевания . 5 . Составьте и обоснуйте план лабораторной диагностики . СЗ_Лечебное дело ( ч .4 ) – 2017 351 СИТУАЦИОННАЯ ЗАДАЧА 287 [ K000380 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной Е . 42 года обратился к врачу-терапевту участковому с жалобами на ;_
4325;4342;появление в области спины кольцевидной формы ярко-розового образования диаметром около 15 см , которое не сопровождалось субъективными ощущениями ;патологический признак[310]
4343;4375;"; заметил его случайно накануне вечером . Из анамнеза известно , что около 2 недель назад был в лесу . После этого самостоятельно удалил клеща . При осмотре состояние ближе к удовлетворительному , ";_
4376;4380;температура тела 37,5 ° С ;патологический признак[311]
4381;4381;. ;_
4382;4403;На коже спины , в области правой лопатки чѐтко отграниченный от нормальной кожи участок гиперемии с несколько приподнятыми краями , ярко-розового цвета ;патологический признак[312]
4404;4404;. ;_
4405;4410;Пальпация в проекции этого образования безболезненная ;физиологический признак[313]
4411;4411;. ;_
4412;4417;Пульс – 78 уд / мин ;физиологический признак[314]
4418;4418;, ;_
4419;4420;удовлетворительных качеств ;физиологический признак[315]
4421;4421;. ;_
4422;4424;Тоны сердца ритмичные ;физиологический признак[316]
4425;4425;, ;_
4426;4426;приглушѐнные ;патологический признак
4427;4427;. ;_
4428;4429;Живот мягкий ;физиологический признак[317]
4430;4430;, ;_
4431;4431;безболезненный ;физиологический признак
4432;4432;. ;_
4433;4433;Печень ;физиологический признак
4434;4434;и ;_
4435;4437;селезѐнка не увеличены ;физиологический признак[318]
4438;4549;. Вопросы : 1 . Установите предварительный диагноз на основании полученных данных , с учѐтом синдромального подхода , и обоснуйте его . 2 . Дайте этиологическую характеристику возбудителю , предположительно вызвавшему заболевание , назовите источники инфекции и пути заражения . 3 . Назовите заболевания , с которыми необходимо проводить дифференциальную диагностику . 4 . Какова будет терапевтическая тактика на этапе оказания амбулаторно - поликлинической помощи ? 5 . Перечислите профилактические мероприятия , направленные на предупреждение данного заболевания . СЗ_Лечебное дело ( ч .4 ) – 2017 352 СИТУАЦИОННАЯ ЗАДАЧА 288 [ K000384 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной И . 44 лет отмечает ;_
4550;4551;пожелтение склер ;патологический признак[319]
4552;4552;, ;_
4553;4553;кожи ;патологический признак
4554;4554;, ;_
4555;4556;тѐмную мочу ;патологический признак[320]
4557;4557;, ;_
4558;4558;слабость ;патологический признак
4559;4559;, ;_
4560;4562;отвращение к пище ;патологический признак[321]
4563;4563;, ;_
4564;4565;лѐгкую тошноту ;патологический признак[322]
4566;4576;. Считает себя больным 15 дней . В течение этого времени ;_
4577;4586;температура тела держалась в пределах 37,2 – 37,5 ° С ;патологический признак[323]
4587;4587;, ;_
4588;4590;болели крупные суставы ;патологический признак[324]
4591;4591;, ;_
4592;4593;исчез аппетит ;патологический признак[325]
4594;4599;, в последние 2 дня – ;_
4600;4601;тѐмная моча ;патологический признак[326]
4602;4602;, ;_
4603;4606;желтушность склер и кожи ;патологический признак[327]
4607;4643;. Принимал Анальгин , Антигриппин , витамины . Три месяца назад лечился в неврологическом отделении по поводу функционального расстройства нервной системы , получал лекарства в виде таблеток подкожных и внутривенных инъекций . Общее состояние средней тяжести . ;_
4644;4647;Температура 36,8 ° С ;физиологический признак[328]
4648;4648;. ;_
4649;4653;Склеры и кожа умеренно желтушны ;патологический признак[329]
4654;4654;. ;_
4655;4658;Периферические лимфоузлы не изменены ;физиологический признак[330]
4659;4659;. ;_
4660;4665;Пульс – 52 уд / мин ;патологический признак[331]
4666;4666;, ;_
4667;4676;АД – 110 / 60 мм рт . ст . ;патологический признак[332]
4677;4678;Дыхание везикулярное ;физиологический признак[333]
4679;4679;. ;_
4680;4681;Живот мягкий ;физиологический признак[334]
4682;4682;, ;_
4683;4686;слегка болезненный в эпигастрии ;патологический признак[335]
4687;4687;. ;_
4688;4696;Печень выступает из-под края рѐберной дуги на 3 см ;патологический признак[336]
4697;4697;, ;_
4698;4701;пальпируется нижний полюс селезѐнки ;патологический признак[337]
4702;4702;. ;_
4703;4705;Моча тѐмно-коричневого цвета ;патологический признак[338]
4706;4706;, ;_
4707;4708;кал серый ;патологический признак[339]
4709;4821;. Вопросы : 1 . Установите предварительный диагноз на основании полученных данных , с учѐтом синдромального подхода , и обоснуйте его . 2 . Дайте этиологическую характеристику возбудителю , предположительно вызвавшему заболевание , назовите источники инфекции и пути заражения . 3 . Укажите основные методы лабораторной диагностики . 4 . Назовите заболевания , с которыми необходимо проводить дифференциальную диагностику . 5 . Какова тактика врача на этапе стационарного лечения ? СЗ_Лечебное дело ( ч .4 ) – 2017 353 СИТУАЦИОННАЯ ЗАДАЧА 289 [ K000386 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной Д . 18 лет обратился в поликлинику на 2 день болезни с жалобами на ;_
4822;4823;заложенность носа ;патологический признак[340]
4824;4824;, ;_
4825;4827;першение в горле ;патологический признак[341]
4828;4828;, ;_
4829;4829;слабость ;патологический признак
4830;4830;, ;_
4831;4831;головокружение ;патологический признак
4832;4835;. Накануне утром почувствовал ;_
4836;4836;недомогание ;патологический признак
4837;4838;, появились ;_
4839;4842;неприятные ощущения в горле ;патологический признак[342]
4843;4844;. Измерил ;_
4845;4850;температуру тела – 37,6 ° С ;патологический признак[343]
4851;4856;. На следующий день продолжали беспокоить ;_
4857;4857;слабость ;патологический признак
4858;4858;, ;_
4859;4859;разбитость ;патологический признак
4860;4860;, ;_
4861;4863;боль в горле ;патологический признак[344]
4864;4864;, ;_
4865;4866;заложенность носа ;патологический признак[345]
4867;4868;, появилась ;_
4869;4870;головная боль ;патологический признак[346]
4871;4910;, температура выше 37,8 ° С не повышалась . Из анамнеза известно , что больной 6 дней назад навещал друга , который на следующий день был госпитализирован в тяжѐлом состоянии в инфекционный стационар с подозрением на менингит . При осмотре ;_
4911;4915;температура тела 37,5 ° С ;патологический признак[347]
4916;4922;, общее состояние ближе к удовлетворительному . ;_
4923;4925;Кожа нормальной окраски ;физиологический признак[348]
4926;4926;, ;_
4927;4928;без сыпи ;физиологический признак[349]
4929;4931;. Выявлена небольшая ;_
4932;4932;гиперемия ;патологический признак
4933;4933;и ;_
4934;4940;сухость мягкого нѐба , задней стенки глотки ;патологический признак[350]
4941;4941;, ;_
4942;4943;миндалины увеличены ;патологический признак[351]
4944;4944;, ;_
4945;4946;несколько отѐчны ;патологический признак[352]
4947;4948;, отмечается ;_
4949;4951;гиперплазия лимфоидных фолликулов ;патологический признак[353]
4952;4952;. ;_
4953;4956;Симптомы ригидности затылочных мышц ;физиологический признак[354]
4957;4957;, ;_
4958;4958;Брудзинского ;физиологический признак
4959;4959;, ;_
4960;4961;Кернига отрицательные ;физиологический признак[355]
4962;5069;. Вопросы : 1 . Установите предварительный диагноз на основании полученных данных с учѐтом синдромального подхода и обоснуйте его . 2 . Дайте этиологическую характеристику возбудителю , предположительно вызвавшему заболевание , назовите источники инфекции и пути заражения . 3 . Укажите основные методы лабораторной диагностики . 4 . Назовите заболевания , с которыми необходимо проводить дифференциальную диагностику . 5 . Какова будет терапевтическая тактика на этапе оказания амбулаторно - поликлинической помощи ? СЗ_Лечебное дело ( ч .4 ) – 2017 354 СИТУАЦИОННАЯ ЗАДАЧА 290 [ K000457 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная К . 58 лет страдает артериальной гипертензией ;_
5070;5081;( АД – 175 / 105 – 160 / 95 мм рт ;патологический признак[356]
5082;5087;. ст . ) . Отмечает ;_
5088;5089;повышение АД ;патологический признак[357]
5090;5112;в течение 18 лет . Постоянно принимает Атенолол 50 мг в сутки , Гидрохлортиазид 25 мг в сутки . За последние десять лет ;_
5113;5117;прибавила в весе 30 кг ;патологический признак[358]
5118;5120;. Объективно : ;_
5121;5122;повышенного питания ;патологический признак[359]
5123;5123;. ;_
5124;5130;Рост 158 см , вес 91 кг ;патологический признак[360]
5131;5131;. ;_
5132;5139;Индекс массы тела – 36,5 кг / м² ;патологический признак[361]
5140;5140;. ;_
5141;5149;Объѐм талии 120 см , объѐм бѐдер 128 см ;патологический признак[362]
5150;5153;. Состояние удовлетворительное . ;_
5154;5156;Кожные покровы чистые ;физиологический признак[363]
5157;5157;. ;_
5158;5159;Отѐков нет ;физиологический признак[364]
5160;5162;. В лѐгких ;_
5163;5164;дыхание везикулярное ;физиологический признак[365]
5165;5165;, ;_
5166;5167;хрипов нет ;физиологический признак[366]
5168;5168;. ;_
5169;5171;Тоны сердца приглушены ;патологический признак[367]
5172;5172;, ;_
5173;5174;ритм правильный ;физиологический признак[368]
5175;5175;. ;_
5176;5181;ЧСС – 90 уд / мин ;патологический признак[369]
5182;5182;. ;_
5183;5184;Живот мягкий ;физиологический признак[370]
5185;5185;, ;_
5186;5186;безболезненный ;физиологический признак
5187;5187;. ;_
5188;5191;Печень у рѐберного края ;физиологический признак[371]
5192;5196;. Биохимический анализ крови : ;_
5197;5203;холестерин общий – 7,2 ммоль / л ;патологический признак[372]
5204;5204;"; ";_
5205;5210;триглицериды – 3,12 ммоль / л ;патологический признак[373]
5211;5211;"; ";_
5212;5217;ХС-ЛПВП – 0,9 ммоль / л ;физиологический признак[374]
5218;5218;"; ";_
5219;5224;креатинин – 95,9 мкмоль / л ;физиологический признак[375]
5225;5225;"; ";_
5226;5233;глюкоза крови натощак – 6,3 ммоль / л ;патологический признак[376]
5234;5234;"; ";_
5235;5247;через 2 часа после приѐма 75 г глюкозы – 9,0 ммоль / л ;патологический признак[377]
5248;5252;. Общий анализ мочи : ;_
5253;5257;цвет – « соломенно-жѐлтый » ;физиологический признак[378]
5258;5258;, ;_
5259;5262;относительная плотность – 1014 ;физиологический признак[379]
5263;5263;, ;_
5264;5264;прозрачная ;физиологический признак
5265;5265;, ;_
5266;5267;реакция кислая ;физиологический признак[380]
5268;5268;, ;_
5269;5269;белок ;физиологический признак
5270;5270;, ;_
5271;5272;сахар отсутствуют ;физиологический признак[381]
5273;5273;, ;_
5274;5279;лейкоциты – единичные в поле зрения ;физиологический признак[382]
5280;5280;. ;_
5281;5289;Анализ мочи на микроальбуминурию – 200 мг / сутки ;физиологический признак[383]
5290;5292;. СКФ : ;_
5293;5299;81,7 мл / мин по формуле Кокрофта-Голта ;патологический признак[384]
5300;5302;. ЭКГ : ;_
5303;5304;ритм синусовый ;физиологический признак[385]
5305;5305;, ;_
5306;5311;ЧСС – 70 уд / мин ;физиологический признак[386]
5312;5312;, ;_
5313;5315;гипертрофия левого желудочка ;патологический признак[387]
5316;5318;. ЭХО-КГ : ;_
5319;5322;клапанной патологии не выявлено ;физиологический признак[388]
5323;5323;, ;_
5324;5327;полости сердца не расширены ;физиологический признак[389]
5328;5328;, ;_
5329;5337;индекс массы миокарда левого желудочка 121 г / м² ;патологический признак[390]
5338;5338;, ;_
5339;5341;признаки диастолической дисфункции ;патологический признак[391]
5342;5342;, ;_
5343;5345;ФВ – 65% ;физиологический признак[392]
5346;5444;. Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план дополнительного обследования пациента . 4 . Какие группы антигипертензивных препаратов Вы бы рекомендовали пациенту в составе комбинированной терапии ? Правильно ли назначена комбинация бета - блокатор и диуретик ? Обоснуйте свой выбор . 5 . Через 6 месяцев регулярной антигипертензивной терапии ( комбинация Амлодипина в дозе 10 мг / сутки и препарата из группы блокаторов РААС ( ингибитор АПФ или антагонист рецепторов к ангиотензину II ) + Розувостатин 20 мг / сутки + соблюдение диеты – ;_
5445;5456;АД в пределах 120 – 130 / 70 – 80 мм рт.ст ;физиологический признак[393]
5457;5458;. , ;_
5459;5465;глюкоза натощак – 5,4 ммоль / л ;физиологический признак[394]
5466;5466;, ;_
5467;5473;общий холестерин – 5,0 ммоль / л ;патологический признак[395]
5474;5474;, ;_
5475;5480;ТГ – 1,8 ммоль / л ;физиологический признак[396]
5481;5481;, ;_
5482;5487;ХС-ЛПВП – 1,2 ммоль / л ;физиологический признак[397]
5488;5488;, ;_
5489;5494;креатинин – 100 мкмоль / л ;патологический признак[398]
5495;5495;, ;_
